pair	gene_name_a	gene_name_b	contact_probability	pDockQ	PPV_from_pDockQ	model_confidence	iPAE	CCC	orf_name_a	orf_name_b	MAPPIT_result	GPCA_result	novel	no_previous_structure
YIL103W_YPL070W	DPH1	MUK1	0.32524198	0.05	0.63555449	0.3027839241793642	25.170977	0	YIL103W	YPL070W	False	False	True	True
YLR368W_YPL173W	MDM30	MRPL40	0.6788844	0.187	0.74006263	0.43390675811473745	22.144054	0	YLR368W	YPL173W	False	False	True	True
YHL004W_YHR033W	MRP4	YHR033W	0.11006687	0.057	0.63555449	0.20449679708646945	26.490284	0	YHL004W	YHR033W	False	False	True	True
YLR291C_YPL148C	GCD7	PPT2	0.56281054	0.101	0.68635536	0.3242374025424165	21.506397	0	YLR291C	YPL148C	False	False	True	True
YJL163C_YPL192C	YJL163C	PRM3	0.52660036	0.102	0.68635536	0.29650857481306436	18.482399	0	YJL163C	YPL192C	False	False	True	True
YLR315W_YNL086W	NKP2	SNN1	0.51283526	0.043	0.63555449	0.17001197076067934	23.762053	0	YLR315W	YNL086W	False	False	True	True
YDR175C_YJR046W	RSM24	TAH11	0.8674218	0.254	0.78549007	0.43958406235784303	16.905499	0	YDR175C	YJR046W	False	False	True	True
YBR217W_YNR007C	ATG12	ATG3	0.98740005	0.246	0.78549007	0.4683850489522032	25.303667	33	YBR217W	YNR007C	False	False	False	True
YML055W_YMR153W	SPC2	NUP53	0.61082673	0.078	0.66728511	0.25158415630159314	19.252579	0	YML055W	YMR153W	False	False	True	True
YML064C_YPR045C	TEM1	THP3	0.7433357	0.125	0.70615739	0.35796366041011396	24.049309	0	YML064C	YPR045C	False	False	True	True
YGR222W_YPR159W	PET54	KRE6	0.67032737	0.167	0.73044282	0.36753123975152246	22.284346	0	YGR222W	YPR159W	False	False	True	True
YGR078C_YML094W	PAC10	GIM5	0.9998113	0.643	0.96322524	0.759846513611383	2.4327548	91	YGR078C	YML094W	True	True	False	False
YIR018W_YOR368W	YAP5	RAD17	0.74384826	0.059	0.63555449	0.3834796062339695	18.990503	0	YIR018W	YOR368W	False	False	True	True
YLR356W_YML064C	ATG33	TEM1	0.6929996	0.107	0.68635536	0.281173738199367	20.41441	0	YLR356W	YML064C	False	False	True	True
YGL113W_YPL204W	SLD3	HRR25	0.5334788	0.083	0.66728511	0.2906572628957669	28.03806	0	YGL113W	YPL204W	False	False	True	True
YNL093W_YNL100W	YPT53	MIC27	0.6230298	0.059	0.63555449	0.30556812981513	17.55236	0	YNL093W	YNL100W	False	False	True	True
YJR112W_YNL086W	NNF1	SNN1	0.8244169	0.087	0.66728511	0.3202585273691432	15.705832	0	YJR112W	YNL086W	False	False	True	True
YAR007C_YJR043C	RFA1	POL32	0.90995336	0.172	0.73044282	0.25402256147191393	28.116238	0	YAR007C	YJR043C	False	False	False	True
YHR123W_YJL163C	EPT1	YJL163C	0.19800027	0.145	0.71391784	0.27225096779457814	26.320072	0	YHR123W	YJL163C	False	False	True	True
YDR252W_YHR193C	BTT1	EGD2	0.9999746	0.682	0.98128027	0.6360939941480324	2.8427205	119	YDR252W	YHR193C	True	True	False	False
YBR083W_YDL013W	TEC1	SLX5	0.9696472	0.126	0.70615739	0.3042331483024344	29.466763	17	YBR083W	YDL013W	False	False	True	True
YKL013C_YNR035C	ARC19	ARC35	0.9997653	0.687	0.98128027	0.8426137213291871	2.717912	134	YKL013C	YNR035C	True	True	False	False
YOL054W_YPL093W	PSH1	NOG1	0.79209566	0.267	0.80223507	0.37827716685210294	27.790316	0	YOL054W	YPL093W	False	False	True	True
YNR039C_YPL096C-A	ZRG17	ERI1	0.5876211	0.046	0.63555449	0.32741738165540013	17.563366	0	YNR039C	YPL096C-A	False	False	True	True
YCR020C-A_YEL053C	MAK31	MAK10	0.9981575	0.634	0.96322524	0.9215939849774888	3.1280727	130	YCR020C-A	YEL053C	True	True	False	False
YDL097C_YLR315W	RPN6	NKP2	0.27217492	0.03	0.63555449	0.23442321830747861	25.750221	0	YDL097C	YLR315W	False	False	True	True
YDR295C_YOR304C-A	HDA2	BIL1	0.33682436	0.069	0.63555449	0.2664376294717478	23.585419	0	YDR295C	YOR304C-A	False	False	True	True
YNL086W_YNL189W	SNN1	SRP1	0.33647403	0.052	0.63555449	0.2764355452349966	25.139683	0	YNL086W	YNL189W	False	False	True	True
YGL243W_YHL006C	TAD1	SHU1	0.22089767	0.039	0.63555449	0.30133400614183004	23.345673	0	YGL243W	YHL006C	False	False	True	True
YLR291C_YML015C	GCD7	TAF11	0.84298444	0.094	0.66728511	0.5473782755305979	11.305393	0	YLR291C	YML015C	False	False	True	True
YJL177W_YMR139W	RPL17B	RIM11	0.92191595	0.149	0.71391784	0.6585873637522202	5.4594784	3	YJL177W	YMR139W	False	False	True	True
YDL116W_YHR033W	NUP84	YHR033W	0.16555461	0.058	0.63555449	0.26844267581523995	26.688229	0	YDL116W	YHR033W	False	False	False	True
YDL159W_YPL243W	STE7	SRP68	0.20597683	0.108	0.68635536	0.1992441464763915	27.896412	0	YDL159W	YPL243W	True	False	True	True
YMR239C_YPL077C	RNT1	YPL077C	0.66771555	0.106	0.68635536	0.3194044147768546	17.228504	0	YMR239C	YPL077C	False	False	True	True
YBR282W_YDR079C-A	MRPL27	TFB5	0.79694074	0.037	0.63555449	0.39041128053577395	8.548103	0	YBR282W	YDR079C-A	False	False	True	True
YDL057W_YLR240W	YDL057W	VPS34	0.2320197	0.316	0.82238224	0.23781581104386076	28.020569	0	YDL057W	YLR240W	False	False	True	True
YBR036C_YPR159W	CSG2	KRE6	0.62496054	0.197	0.75941223	0.34485665993535775	25.316307	0	YBR036C	YPR159W	False	False	True	True
YDR357C_YPL225W	CNL1	YPL225W	0.82842493	0.092	0.66728511	0.3376195843329076	15.250841	0	YDR357C	YPL225W	True	False	True	True
YDR044W_YIR018W	HEM13	YAP5	0.43778628	0.049	0.63555449	0.24890539142479373	23.748985	0	YDR044W	YIR018W	False	False	True	True
YNL153C_YOR158W	GIM3	PET123	0.25468642	0.024	0.55890174	0.1748068593126747	25.943937	0	YNL153C	YOR158W	False	False	True	True
YOL139C_YOR276W	CDC33	CAF20	0.9995322	0.534	0.90952562	0.7586891776604144	3.8023624	85	YOL139C	YOR276W	True	False	False	False
YER016W_YLR385C	BIM1	SWC7	0.66784626	0.071	0.66728511	0.282648042727265	20.94619	0	YER016W	YLR385C	False	False	True	True
YDL188C_YKL012W	PPH22	PRP40	0.49112552	0.03	0.63555449	0.29639800867443455	25.277626	0	YDL188C	YKL012W	False	False	True	True
YDR152W_YGR173W	GIR2	RBG2	0.9979536	0.628	0.95333044	0.7762080230301378	9.224445	98	YDR152W	YGR173W	True	True	False	True
YHL004W_YLR102C	MRP4	APC9	0.8848927	0.05	0.63555449	0.4023477308742652	5.3065186	11	YHL004W	YLR102C	False	False	True	True
YDR346C_YIL132C	SVF1	CSM2	0.43739402	0.102	0.68635536	0.308855797402278	21.883543	0	YDR346C	YIL132C	True	False	True	True
YDL183C_YML130C	YDL183C	ERO1	0.81637216	0.232	0.77766077	0.4718814399247102	27.575705	0	YDL183C	YML130C	False	False	True	True
YML015C_YML098W	TAF11	TAF13	0.998862	0.628	0.95333044	0.6506377924289004	3.2251587	118	YML015C	YML098W	True	True	False	False
YHR141C_YML088W	RPL42B	UFO1	0.48862872	0.024	0.55890174	0.30104631572346935	26.434315	0	YHR141C	YML088W	False	False	True	True
YDR175C_YDR280W	RSM24	RRP45	0.30390596	0.032	0.63555449	0.22948742097996166	21.503325	0	YDR175C	YDR280W	False	False	True	True
YDR142C_YGR235C	PEX7	MIC26	0.65669036	0.072	0.66728511	0.29513386509078565	15.192362	0	YDR142C	YGR235C	False	False	True	True
YGL194C-A_YJR015W	YGL194C-A	YJR015W	0.1345986	0.034	0.63555449	0.302371348703438	28.08336	0	YGL194C-A	YJR015W	False	False	True	True
YGL174W_YLR368W	BUD13	MDM30	0.9390831	0.224	0.77766077	0.5951710225050101	25.125309	6	YGL174W	YLR368W	False	False	True	True
YLR050C_YPR174C	YLR050C	YPR174C	0.78551286	0.283	0.80223507	0.27475465344352434	15.936676	0	YLR050C	YPR174C	False	False	True	True
YLR288C_YPR067W	MEC3	ISA2	0.44390684	0.121	0.70615739	0.3184805898348836	19.90932	0	YLR288C	YPR067W	True	False	True	True
YNL136W_YPR023C	EAF7	EAF3	0.98603404	0.55	0.91629946	0.608381313811362	7.8438973	112	YNL136W	YPR023C	True	False	False	True
YJL048C_YKL130C	UBX6	SHE2	0.44038427	0.08	0.66728511	0.2916599085105389	24.103914	0	YJL048C	YKL130C	False	False	True	True
YJL112W_YLR356W	MDV1	ATG33	0.08925657	0.02	0.55890174	0.19872041473762042	28.691269	0	YJL112W	YLR356W	False	False	True	True
YNL125C_YPL192C	ESBP6	PRM3	0.2795499	0.069	0.63555449	0.2669281653342033	23.098381	0	YNL125C	YPL192C	False	False	True	True
YCL057C-A_YLR356W	MIC10	ATG33	0.7819443	0.054	0.63555449	0.23981889982576127	17.31837	0	YCL057C-A	YLR356W	False	False	True	True
YGR262C_YKR038C	BUD32	KAE1	0.99952656	0.604	0.9400192	0.8951753574664818	4.128441	89	YGR262C	YKR038C	True	False	False	False
YGR142W_YOR217W	BTN2	RFC1	0.7764232	0.051	0.63555449	0.3173091562647177	28.296787	0	YGR142W	YOR217W	False	False	True	True
YER128W_YJR003C	VFA1	MRX12	0.59591997	0.157	0.73044282	0.3096404233820138	24.982712	0	YER128W	YJR003C	False	False	True	True
YJR011C_YLR052W	YJR011C	IES3	0.49702328	0.066	0.63555449	0.2623435532928251	21.499598	0	YJR011C	YLR052W	False	False	True	True
YLR243W_YMR158W	GPN3	MRPS8	0.40905684	0.147	0.71391784	0.3048924336640682	23.038654	0	YLR243W	YMR158W	False	False	True	True
YDR367W_YOL044W	KEI1	PEX15	0.53982747	0.067	0.63555449	0.27330014136111036	23.406208	0	YDR367W	YOL044W	False	False	True	True
YDR308C_YLR347C	SRB7	KAP95	0.39499974	0.07	0.66728511	0.40355416150625667	26.934013	0	YDR308C	YLR347C	False	False	True	True
YDR424C_YHR005C	DYN2	GPA1	0.57985497	0.03	0.63555449	0.4413019715818269	20.59643	0	YDR424C	YHR005C	False	False	True	True
YOR158W_YPL166W	PET123	ATG29	0.5434157	0.041	0.63555449	0.1747452600123421	26.132708	0	YOR158W	YPL166W	False	False	True	True
YJR102C_YPL065W	VPS25	VPS28	0.80384815	0.265	0.78549007	0.5311328819076261	12.913903	0	YJR102C	YPL065W	False	False	False	True
YBR282W_YJR046W	MRPL27	TAH11	0.54540026	0.128	0.70615739	0.36299241464577275	28.106522	0	YBR282W	YJR046W	False	False	True	True
YER094C_YPL135W	PUP3	ISU1	0.9225277	0.213	0.75941223	0.6591651259624287	5.006547	3	YER094C	YPL135W	False	False	True	True
YLR119W_YPR083W	SRN2	MDM36	0.89663804	0.065	0.63555449	0.40102693570672265	18.503384	0	YLR119W	YPR083W	False	False	True	True
YBR199W_YCL005W-A	KTR4	VMA9	0.82385087	0.223	0.77766077	0.3854396970744373	10.427891	0	YBR199W	YCL005W-A	False	True	True	True
YGL211W_YIL008W	NCS6	URM1	0.99818146	0.526	0.90952562	0.8958039197074529	5.4847784	49	YGL211W	YIL008W	False	False	False	True
YFL060C_YNL333W	SNO3	SNZ2	0.9998987	0.668	0.98128027	0.9316056136865316	2.2958364	94	YFL060C	YNL333W	True	False	False	True
YGL209W_YGR152C	MIG2	RSR1	0.8439531	0.241	0.77766077	0.43544022316619835	24.748798	0	YGL209W	YGR152C	False	False	True	True
YKL012W_YPR083W	PRP40	MDM36	0.672705	0.174	0.73044282	0.39008962162363997	22.740322	0	YKL012W	YPR083W	True	False	True	True
YLR407W_YOR061W	YLR407W	CKA2	0.9997851	0.633	0.96322524	0.8913602833576705	4.0615444	125	YLR407W	YOR061W	True	True	False	True
YDL105W_YDR288W	NSE4	NSE3	0.999688	0.605	0.9400192	0.7889409486626954	5.871067	146	YDL105W	YDR288W	True	True	False	False
YCR095C_YNL189W	OCA4	SRP1	0.2581006	0.199	0.75941223	0.24678267070123283	28.090101	0	YCR095C	YNL189W	False	False	True	True
YGR076C_YPL173W	MRPL25	MRPL40	0.9943557	0.506	0.90043139	0.5918070388670107	3.3110116	57	YGR076C	YPL173W	False	False	False	False
YDR236C_YNL125C	FMN1	ESBP6	0.5671339	0.082	0.66728511	0.29939047434855415	19.90717	0	YDR236C	YNL125C	False	False	True	True
YMR213W_YOR158W	CEF1	PET123	0.31777835	0.026	0.55890174	0.19073201567522444	23.978367	0	YMR213W	YOR158W	False	False	True	True
YBR101C_YDR311W	FES1	TFB1	0.38987085	0.183	0.74006263	0.23115972078009717	21.124695	0	YBR101C	YDR311W	False	False	True	True
YOR368W_YPL268W	RAD17	PLC1	0.5050671	0.114	0.68635536	0.31221456569035594	26.380117	0	YOR368W	YPL268W	False	False	True	True
YBR030W_YGL129C	RKM3	RSM23	0.6898393	0.19	0.74006263	0.32978834549743324	23.48782	0	YBR030W	YGL129C	True	True	True	True
YIR022W_YML055W	SEC11	SPC2	0.99725866	0.323	0.82238224	0.7347807490955731	3.5015564	44	YIR022W	YML055W	False	False	False	False
YNL086W_YOL069W	SNN1	NUF2	0.79189956	0.083	0.66728511	0.29705374008490054	17.452324	0	YNL086W	YOL069W	False	False	True	True
YHL027W_YOR275C	RIM101	RIM20	0.85495484	0.124	0.70615739	0.32567889139132133	27.761652	0	YHL027W	YOR275C	False	False	False	True
YDL076C_YMR168C	RXT3	CEP3	0.5231151	0.327	0.83367787	0.2955849226723312	26.607265	0	YDL076C	YMR168C	False	False	False	True
YJL030W_YPL070W	MAD2	MUK1	0.9047822	0.361	0.84294946	0.6645566577596574	24.113712	3	YJL030W	YPL070W	False	False	True	True
YOR279C_YPR017C	RFM1	DSS4	0.75803	0.073	0.66728511	0.3906308057193206	17.103777	0	YOR279C	YPR017C	True	False	True	True
YGR078C_YLR200W	PAC10	YKE2	0.99208766	0.168	0.73044282	0.6556366704003774	3.9460316	34	YGR078C	YLR200W	False	False	False	False
YLR288C_YMR193W	MEC3	MRPL24	0.34441376	0.173	0.73044282	0.24210601324291736	27.805544	0	YLR288C	YMR193W	False	False	True	True
YDR320C-A_YKL138C-A	DAD4	HSK3	0.99955153	0.495	0.8919553	0.730987551946306	2.456668	52	YDR320C-A	YKL138C-A	False	False	False	False
YGR158C_YOR259C	MTR3	RPT4	0.41668928	0.09	0.66728511	0.2807642018570022	21.490261	0	YGR158C	YOR259C	False	False	True	True
YFR027W_YGR198W	ECO1	YPP1	0.6391091	0.113	0.68635536	0.3401806002282979	22.872616	0	YFR027W	YGR198W	False	False	True	True
YOR158W_YPL077C	PET123	YPL077C	0.29965347	0.039	0.63555449	0.159214940804853	26.342257	0	YOR158W	YPL077C	False	False	True	True
YBR223C_YGR048W	TDP1	UFD1	0.6622187	0.342	0.83367787	0.34646634850418656	21.088188	0	YBR223C	YGR048W	False	False	True	True
YBR083W_YGR048W	TEC1	UFD1	0.57939196	0.16	0.73044282	0.2198628039303738	22.665903	0	YBR083W	YGR048W	False	False	True	True
YNL125C_YNL234W	ESBP6	YNL234W	0.8377591	0.087	0.66728511	0.3954195447737888	21.67432	0	YNL125C	YNL234W	False	False	True	True
YLL007C_YOR380W	LMO1	RDR1	0.30190778	0.037	0.63555449	0.23714305650608736	27.12334	0	YLL007C	YOR380W	False	False	True	True
YDL043C_YLR291C	PRP11	GCD7	0.6839589	0.172	0.73044282	0.4199102292017447	21.068804	0	YDL043C	YLR291C	False	False	True	True
YDL147W_YMR025W	RPN5	CSI1	0.8729375	0.129	0.70615739	0.3755139881719525	11.703022	0	YDL147W	YMR025W	False	False	False	True
YBR162W-A_YDR160W	YSY6	SSY1	0.57460344	0.094	0.66728511	0.5102786382777675	22.099773	0	YBR162W-A	YDR160W	False	False	True	True
YDL087C_YDR404C	LUC7	RPB7	0.493434	0.044	0.63555449	0.26340542310220005	21.694149	0	YDL087C	YDR404C	False	False	True	True
YLR097C_YOR133W	HRT3	EFT1	0.9912239	0.603	0.9400192	0.7966253819052883	7.021866	80	YLR097C	YOR133W	False	False	False	True
YDL111C_YGR195W	RRP42	SKI6	0.99850667	0.532	0.90952562	0.8921381357562491	2.3268945	57	YDL111C	YGR195W	False	False	False	False
YBR072C-A_YIR016W	YBR072C-A	YIR016W	0.8011809	0.046	0.63555449	0.27156994365817105	25.242569	0	YBR072C-A	YIR016W	False	False	True	True
YDL181W_YML064C	INH1	TEM1	0.6455758	0.054	0.63555449	0.253615203423734	24.007666	0	YDL181W	YML064C	False	False	True	True
YDR106W_YHR129C	ARP10	ARP1	0.9985441	0.559	0.91629946	0.9089241588605625	3.4211113	70	YDR106W	YHR129C	False	False	False	False
YDR175C_YGL115W	RSM24	SNF4	0.19875327	0.027	0.55890174	0.22869007705601344	25.057255	0	YDR175C	YGL115W	False	False	True	True
YBR270C_YJR046W	BIT2	TAH11	0.95301676	0.103	0.68635536	0.5324766524018094	28.956451	9	YBR270C	YJR046W	False	False	True	True
YLR267W_YPL151C	BOP2	PRP46	0.5560169	0.083	0.66728511	0.3231382196132153	25.476707	0	YLR267W	YPL151C	True	False	True	True
YDL098C_YLR291C	SNU23	GCD7	0.95891756	0.068	0.63555449	0.5423277784743024	8.58436	8	YDL098C	YLR291C	False	False	True	True
YDL226C_YPL222W	GCS1	FMP40	0.97834647	0.476	0.88570037	0.7295472592703134	22.36727	23	YDL226C	YPL222W	False	False	True	True
YDL087C_YOR158W	LUC7	PET123	0.13503183	0.0	0.0	0.14535815399643126	50.0	0	YDL087C	YOR158W	False	False	True	True
YML064C_YOL111C	TEM1	MDY2	0.5757295	0.098	0.66728511	0.22562716449003162	22.456032	0	YML064C	YOL111C	False	False	True	True
YIL150C_YJR003C	MCM10	MRX12	0.6324198	0.107	0.68635536	0.4098889650860343	25.851463	0	YIL150C	YJR003C	False	False	True	True
YFR037C_YMR091C	RSC8	NPL6	0.9966	0.481	0.8919553	0.412713522155325	14.540627	104	YFR037C	YMR091C	False	False	False	False
YCR063W_YGL127C	BUD31	SOH1	0.41704378	0.172	0.73044282	0.2495735773120874	18.50425	0	YCR063W	YGL127C	False	False	True	True
YML016C_YMR311C	PPZ1	GLC8	0.99747056	0.684	0.98128027	0.5962490651319994	4.177252	167	YML016C	YMR311C	False	False	False	True
YJR052W_YMR201C	RAD7	RAD14	0.9706798	0.223	0.77766077	0.5697865408062328	26.262667	36	YJR052W	YMR201C	True	False	False	True
YDR260C_YHR166C	SWM1	CDC23	0.9141216	0.372	0.85453785	0.6090973856125861	20.803694	0	YDR260C	YHR166C	True	True	False	True
YDL139C_YLR288C	SCM3	MEC3	0.97835076	0.083	0.66728511	0.5284222845052193	27.93431	14	YDL139C	YLR288C	False	False	True	True
YDL226C_YER044C	GCS1	ERG28	0.9158112	0.213	0.75941223	0.6162126354945563	18.722569	0	YDL226C	YER044C	False	False	True	True
YNL189W_YOR018W	SRP1	ROD1	0.34195644	0.056	0.63555449	0.23419711275411365	28.118286	0	YNL189W	YOR018W	False	False	True	True
YCL033C_YJR070C	MXR2	LIA1	0.87979865	0.18	0.74006263	0.6306469688655927	7.830991	0	YCL033C	YJR070C	False	False	True	True
YMR077C_YPL065W	VPS20	VPS28	0.35488653	0.035	0.63555449	0.22739847812830788	18.80869	0	YMR077C	YPL065W	False	False	False	True
YML088W_YOR015W	UFO1	YOR015W	0.71564484	0.145	0.71391784	0.38442960819490124	14.148411	0	YML088W	YOR015W	False	False	True	True
YGR214W_YOR158W	RPS0A	PET123	0.79786247	0.153	0.71391784	0.45609309925673347	16.658272	0	YGR214W	YOR158W	False	False	True	True
YDL042C_YOR279C	SIR2	RFM1	0.9912494	0.649	0.96322524	0.5839121895085012	8.194165	146	YDL042C	YOR279C	True	False	False	True
YGR104C_YHR041C	SRB5	SRB2	0.99993396	0.706	0.98128027	0.9245032751837718	2.395308	146	YGR104C	YHR041C	False	False	False	False
YJL036W_YLR099W-A	SNX4	MIM2	0.5477972	0.036	0.63555449	0.37636106661437213	13.120294	0	YJL036W	YLR099W-A	False	False	True	True
YJL184W_YOR117W	GON7	RPT5	0.85967785	0.147	0.71391784	0.5194828878702509	10.242389	0	YJL184W	YOR117W	True	False	False	True
YLR313C_YPL077C	SPH1	YPL077C	0.54133606	0.058	0.63555449	0.20545151594696606	21.954185	0	YLR313C	YPL077C	False	False	True	True
YDL049C_YNL044W	KNH1	YIP3	0.8064642	0.075	0.66728511	0.2395532621254047	19.69942	0	YDL049C	YNL044W	False	False	True	True
YGL041W-A_YGR106C	YGL041W-A	VOA1	0.99890476	0.294	0.80223507	0.6210242033547454	8.358383	55	YGL041W-A	YGR106C	False	True	True	True
YBR046C_YMR213W	ZTA1	CEF1	0.8327626	0.094	0.66728511	0.5533731085064961	7.612301	0	YBR046C	YMR213W	False	False	True	True
YJL124C_YPL188W	LSM1	POS5	0.6671723	0.069	0.63555449	0.3442404534580642	21.70641	0	YJL124C	YPL188W	False	False	True	True
YGR048W_YOR285W	UFD1	RDL1	0.66032207	0.123	0.70615739	0.2581525981214812	20.994078	0	YGR048W	YOR285W	False	False	True	True
YPL077C_YPR083W	YPL077C	MDM36	0.8950208	0.078	0.66728511	0.407480010614728	25.126755	2	YPL077C	YPR083W	False	False	True	True
YCL033C_YER180C	MXR2	ISC10	0.26762772	0.043	0.63555449	0.19260670456903245	21.770535	0	YCL033C	YER180C	False	False	True	True
YGR222W_YHL003C	PET54	LAG1	0.52709806	0.076	0.66728511	0.34435589859236665	19.024944	0	YGR222W	YHL003C	False	False	True	True
YPL218W_YPR174C	SAR1	YPR174C	0.41800573	0.043	0.63555449	0.2276934142507863	22.3806	0	YPL218W	YPR174C	False	False	True	True
YKL216W_YNL189W	URA1	SRP1	0.109443344	0.049	0.63555449	0.2744277560059785	27.40423	0	YKL216W	YNL189W	False	False	True	True
YJR003C_YJR046W	MRX12	TAH11	0.46219283	0.579	0.92420274	0.28901332461868856	28.890009	0	YJR003C	YJR046W	False	False	True	True
YHR008C_YMR308C	SOD2	PSE1	0.7065205	0.529	0.90952562	0.3846646113188451	28.53983	0	YHR008C	YMR308C	False	False	True	True
YKR057W_YLR048W	RPS21A	RPS0B	0.99986756	0.665	0.98128027	0.8279956433467648	2.3101544	103	YKR057W	YLR048W	False	False	False	True
YDL175C_YLR291C	AIR2	GCD7	0.47854733	0.047	0.63555449	0.26037273596755683	23.084633	0	YDL175C	YLR291C	False	False	True	True
YNL100W_YNL131W	MIC27	TOM22	0.4728225	0.027	0.55890174	0.14705721282452958	26.423794	0	YNL100W	YNL131W	False	False	True	True
YCL031C_YPR040W	RRP7	TIP41	0.875095	0.083	0.66728511	0.4581929076921574	22.230007	0	YCL031C	YPR040W	False	False	True	True
YHR008C_YPL070W	SOD2	MUK1	0.2930898	0.048	0.63555449	0.262477055247324	26.993742	0	YHR008C	YPL070W	False	False	True	True
YAL062W_YLR267W	GDH3	BOP2	0.9725293	0.29	0.80223507	0.7862557170495661	4.5564966	46	YAL062W	YLR267W	False	False	True	True
YML051W_YPL173W	GAL80	MRPL40	0.62285817	0.165	0.73044282	0.42760246328916374	19.754992	0	YML051W	YPL173W	False	False	True	True
YBR131W_YKR036C	CCZ1	CAF4	0.8075743	0.127	0.70615739	0.5492465286831345	27.690624	0	YBR131W	YKR036C	False	False	True	True
YDR240C_YPR178W	SNU56	PRP4	0.44673753	0.119	0.68635536	0.26961595524190235	26.477451	0	YDR240C	YPR178W	False	False	True	True
YER016W_YKL099C	BIM1	UTP11	0.32545054	0.085	0.66728511	0.16710090412337408	27.536469	0	YER016W	YKL099C	False	False	True	True
YGL161C_YGL198W	YIP5	YIP4	0.9994537	0.536	0.90952562	0.7335298396334154	4.376791	75	YGL161C	YGL198W	False	False	False	False
YGR146C_YLR291C	ECL1	GCD7	0.3122934	0.075	0.66728511	0.2290427544059781	26.857035	0	YGR146C	YLR291C	False	False	True	True
YBL010C_YML064C	YBL010C	TEM1	0.68043387	0.125	0.70615739	0.3225350455822867	25.327358	0	YBL010C	YML064C	False	False	True	True
YGR158C_YOR158W	MTR3	PET123	0.6275251	0.077	0.66728511	0.36048049664507464	20.46281	0	YGR158C	YOR158W	False	False	True	True
YJR080C_YML130C	AIM24	ERO1	0.21371895	0.144	0.71391784	0.23739686343204258	24.404057	0	YJR080C	YML130C	False	False	True	True
YCR020C_YGL119W	PET18	COQ8	0.4035636	0.219	0.77766077	0.24037186730319235	25.733912	0	YCR020C	YGL119W	False	False	True	True
YFL060C_YMR239C	SNO3	RNT1	0.09276051	0.0	0.0	0.21198325787491776	28.294752	0	YFL060C	YMR239C	False	False	True	True
YDR480W_YGR048W	DIG2	UFD1	0.44179532	0.106	0.68635536	0.1825706845520379	23.224674	0	YDR480W	YGR048W	False	False	True	True
YDL134C_YKL156W	PPH21	RPS27A	0.7664323	0.193	0.74006263	0.5187691585122799	25.543453	0	YDL134C	YKL156W	False	False	True	True
YKL164C_YNL189W	PIR1	SRP1	0.33757225	0.096	0.66728511	0.2817227353650187	28.312273	0	YKL164C	YNL189W	False	False	True	True
YKR035W-A_YLR291C	DID2	GCD7	0.40382582	0.045	0.63555449	0.22730358091749286	23.86367	0	YKR035W-A	YLR291C	False	False	True	True
YEL013W_YPL135W	VAC8	ISU1	0.87703687	0.558	0.91629946	0.558459012918272	11.753423	0	YEL013W	YPL135W	False	False	True	True
YDL088C_YLR201C	ASM4	COQ9	0.9033195	0.1	0.66728511	0.4728738851929801	22.900127	0	YDL088C	YLR201C	False	False	True	True
YML130C_YNL315C	ERO1	ATP11	0.62224853	0.122	0.70615739	0.3207930032267114	22.00203	0	YML130C	YNL315C	False	False	True	True
YBR181C_YEL053C	RPS6B	MAK10	0.23343682	0.118	0.68635536	0.2773660576350211	28.245365	0	YBR181C	YEL053C	False	False	True	True
YGL161C_YHR105W	YIP5	YPT35	0.48538202	0.072	0.66728511	0.20387615417003896	23.775475	0	YGL161C	YHR105W	False	False	False	True
YOR368W_YPL146C	RAD17	NOP53	0.8330772	0.172	0.73044282	0.4412913539776036	27.209997	0	YOR368W	YPL146C	False	False	True	True
YMR158W_YOR223W	MRPS8	DSC3	0.40741283	0.14	0.71391784	0.17595202798305817	24.650658	0	YMR158W	YOR223W	False	False	True	True
YIR015W_YML064C	RPR2	TEM1	0.51555705	0.049	0.63555449	0.2306742249034766	21.780567	0	YIR015W	YML064C	False	False	True	True
YHR170W_YLR291C	NMD3	GCD7	0.3404092	0.105	0.68635536	0.26259176178886784	24.277546	0	YHR170W	YLR291C	False	False	True	True
YDR142C_YNL214W	PEX7	PEX17	0.49328634	0.166	0.73044282	0.3239921882050685	16.410223	0	YDR142C	YNL214W	False	False	False	True
YKR057W_YPR128C	RPS21A	ANT1	0.71110904	0.191	0.74006263	0.4453905392844334	20.691418	0	YKR057W	YPR128C	False	False	True	True
YJL163C_YNL234W	YJL163C	YNL234W	0.41524538	0.03	0.63555449	0.32038230078676366	25.320255	0	YJL163C	YNL234W	False	False	True	True
YGR048W_YPL280W	UFD1	HSP32	0.8774572	0.193	0.74006263	0.5313226142461827	10.866201	0	YGR048W	YPL280W	False	False	True	True
YLL027W_YMR308C	ISA1	PSE1	0.55895996	0.231	0.77766077	0.44271013908209045	27.110172	0	YLL027W	YMR308C	False	False	True	True
YFL017W-A_YOR159C	SMX2	SME1	0.9997589	0.599	0.93172991	0.8813134673989007	2.1052783	83	YFL017W-A	YOR159C	True	False	False	False
YDR281C_YNL044W	PHM6	YIP3	0.83300364	0.09	0.66728511	0.3148194534933182	16.888264	0	YDR281C	YNL044W	False	False	True	True
YDL097C_YLR031W	RPN6	YLR031W	0.68351126	0.1	0.68635536	0.301874132916224	22.754318	0	YDL097C	YLR031W	False	False	True	True
