OrthoDB_ID	Yeast_ORF	Gene_Name	Description
456897at2759	YNL115C		 chromosome 14  14 412053 410119 C  2011-02-03 1996-07-31 Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL115C is not an essential gene
457861at2759	YPL149W	ATG5	APG5 chromosome 16 L000003303 16 271310 272194 W  2011-02-03 1996-07-31 Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3 by rearranging its catalytic site, also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation; also involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner
458757at2759	YMR155W		 chromosome 13  13 568551 570194 W  2011-02-03 1996-07-31 Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen
459818at2759	YHR040W	BCD1	 chromosome 8  8 187924 189024 W  2011-02-03 1996-07-31 Essential protein required for the accumulation of box C/D snoRNA
459903at2759	YLR129W	DIP2	snoRNA-binding rRNA-processing protein DIP2|UTP12 chromosome 12 L000003088 12 399657 402488 W  2011-02-03 1996-07-31 Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex
461546at2759	YOR090C	PTC5	type 2C protein phosphatase PTC5|PPP1 chromosome 15  15 492841 491123 C  2011-02-03 1996-07-31 Mitochondrial type 2C protein phosphatase (PP2C); involved in regulation of pyruvate dehydrogenase activity by dephosphorylating the serine 133 of the Pda1p subunit; localizes to the intermembrane space and is imported via the presequence pathway and processed by the inner membrane protease (Imp1p-Imp2p); acts in concert with kinases Pkp1p and Pkp2p and phosphatase Ptc6p
461632at2759	YGR200C	ELP2	Elongator subunit ELP2|KTI3|TOT2 chromosome 7  7 902270 899904 C  2011-02-03 1996-07-31 Subunit of Elongator complex; binds to microtubules via conserved alkaline residues; has two seven-bladed WD40 &#946; propellers; Elongator complex is required for modification of wobble nucleosides in tRNA; target of Kluyveromyces lactis zymocin
462118at2759	YCL043C	PDI1	protein disulfide isomerase PDI1|TRG1|MFP1 chromosome 3 L000001360 3 50221 48653 C  2000-09-13 1997-01-28 Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen, essential for disulfide bond formation in secretory and cell-surface proteins, processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase, Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates, thereby accelerating ERAD; PDI1 has a paralog, EUG1, that arose from the whole genome duplication
462247at2759	YBL098W	BNA4	kynurenine 3-monooxygenase chromosome 2  2 39145 40527 W  2011-02-03 1997-01-28 Kynurenine 3-monooxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease
462558at2759	YJL069C	UTP18	 chromosome 10  10 312706 310922 C  2011-02-03 1996-07-31 Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats
462913at2759	YKR051W		 chromosome 11  11 530946 532202 W  2011-02-03 1996-07-31 Putative protein of unknown function
463152at2759	YPR088C	SRP54	RNA-binding signal recognition particle subunit SRP54|SRH1 chromosome 16 L000002064 16 713028 711403 C  2011-02-03 1996-07-31 Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain
463402at2759	YDR341C		arginine--tRNA ligase|ArgRS|RRS1 chromosome 4  4 1153626 1151803 C  2011-02-03 1996-07-31 Arginyl-tRNA synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog, MSR1, that arose from the whole genome duplication
463522at2759	YML057W	CMP2	calcineurin catalytic subunit A|CNA2 chromosome 13 L000000368 13 160180 161994 W  1996-07-31 1996-07-31 Calcineurin A; one isoform (the other is Cna1p) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is CNB1; regulates the function of Aly1p alpha-arrestin; CMP2 has a paralog, CNA1, that arose from the whole genome duplication
463678at2759	YPL217C	BMS1	GTPase BMS1 chromosome 16  16 143171 139620 C  2011-02-03 1996-07-31 GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p
464614at2759	YKL146W	AVT3	 chromosome 11  11 171783 173861 W  2011-02-03 1996-07-31 Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
464838at2759	YKL217W	JEN1	 chromosome 11 L000002666 11 22234 24084 W  1996-07-31 1996-07-31 Monocarboxylate/proton symporter of the plasma membrane; transport activity is dependent on the pH gradient across the membrane; mediates high-affinity uptake of carbon sources lactate, pyuvate, and acetate, and also of the micronutrient selenite, whose structure mimics that of monocarboxylates; expression and localization are tightly regulated, with transcription repression, mRNA degradation, and protein endocytosis and degradation all occurring in the presence of glucose
464990at2759	YGR054W		 chromosome 7  7 596693 598621 W  2011-02-03 1996-07-31|2011-02-03 Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A
465554at2759	YPL075W	GCR1	transcription regulator GCR1|SIT3|LPF10 chromosome 16 L000000690|S0000 16 412254 415362 W  2011-02-03 1997-10-20|1996-07-31 Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p
466372at2759	YMR160W		 chromosome 13  13 575066 577516 W  2011-02-03 1996-07-31 Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress
466731at2759	YPL122C	TFB2	TFIIH/NER complex subunit TFB2 chromosome 16 L000003495 16 320767 319226 C  2011-02-03 1996-07-31 Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair, similar to 52 kDa subunit of human TFIIH
467078at2759	YHL029C	OCA5	 chromosome 8  8 47968 45929 C  2011-02-03 1996-07-31 Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts
469819at2759	YKR017C	HEL1	E3 ubiquitin-protein ligase HEL1 chromosome 11  11 473349 471694 C  2011-02-03 1996-07-31 RING finger ubiquitin ligase (E3); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; null mutant sensitive to hydroxyurea (HU)
470054at2759	YBL099W	ATP1	F1F0 ATP synthase subunit alpha chromosome 2 L000000141 2 37053 38690 W  2011-02-03 1997-01-28|2011-02-03 Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated; N-terminally propionylated in vivo
471106at2759	YJL012C	VTC4	YJL012C-A|PHM3 chromosome 10 S000007513 10 413399 411234 C  2011-02-03 2004-02-19|1996-07-31 Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion; protein abundance increases in response to DNA replication stress
47111at2759	YHR023W	MYO1	myosin 1 chromosome 8 L000001222 8 151666 157452 W  2011-02-03 1996-07-31 Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively
471730at2759	YGL078C	DBP3	RNA-dependent ATPase DBP3 chromosome 7 L000000494 7 361859 360288 C  2011-02-03 1996-07-31 RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype
472175at2759	YML070W	DAK1	dihydroxyacetone kinase chromosome 13 L000004203 13 133475 135229 W  1996-07-31 1996-07-31 Dihydroxyacetone kinase; required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation
473018at2759	YNL238W	KEX2	kexin KEX2|yscF|SRB1|VMA45|QDS1 chromosome 14 L000000896 14 202428 204872 W -147.0 2011-02-03 1996-07-31 Kexin, a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway
47360at2759	YDR246W-A		 chromosome 4  4 955133 955333 W  2011-02-03 2003-07-29 Putative protein of unknown function; identified by fungal homology and RT-PCR
475590at2759	YNR055C	HOL1	 chromosome 14 L000000798 14 730186 728426 C 48.0 2011-02-03 1997-01-28 Putative transporter in the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; mutations in membrane-spanning domains permit cation and histidinol uptake
475746at2759	YDL063C	SYO1	 chromosome 4  4 340134 338272 C  2004-02-11 1996-07-31 Transport adaptor or symportin; facilitates synchronized nuclear coimport of the two 5S-rRNA binding proteins Rpl5p and Rpl11p; binds to nascent Rpl5p during translation; required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
475852at2759	YBR133C	HSL7	protein arginine N-methyltransferase chromosome 2 L000003130 2 504287 501804 C  2011-02-03 1997-01-28 Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent localization to the bud neck in budded cells and periodic Hsl1p-dependent phosphorylation; required with Hsl1p, and Elm1p for the mother-bud neck recruitment, phosphorylation, and degradation of Swe1p; interacts directly with Swe1p; relocalizes away from bud neck upon DNA replication stress; human homolog PRMT5 can complement yeast hsl7 mutant
476066at2759	YDL022W	GPD1	glycerol-3-phosphate dehydrogenase (NAD(+)) GPD1|OSR5|OSG1|HOR1| chromosome 4 L000000722 4 411825 413000 W  2011-02-03 1996-07-31 NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases Ypk1p and Ypk2p, dephosphorylation increases catalytic activity; forms a heterodimer with Pnc1p to facilitate its peroxisomal import
476101at2759	YPL195W	APL5	YKS4 chromosome 16 L000003037 16 176223 179021 W  2011-02-03 1996-07-31 Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3
476469at2759	YGR227W	DIE2	dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2- gluc chromosome 7 L000002802 7 947420 948997 W  2011-02-03 1996-07-31|2011-02-03 Dolichyl-phosphoglucose-dependent alpha-1,2-glucosyltransferase; located in the ER; functions in pathway that synthesizes the dolichol-linked oligosaccharide precursor for N-linked protein glycosylation; has a role in regulation of ITR1 and INO1; human homolog ALG10B can complement yeast die2 null mutant
476820at2759	YKL171W	NNK1	protein kinase NNK1 chromosome 11  11 127475 130261 W  2011-02-03 1996-07-31 Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm
477122at2759	YLR089C	ALT1	alanine transaminase ALT1 chromosome 12  12 320015 318237 C  2011-02-03 1996-07-31 Alanine transaminase (glutamic pyruvic transaminase); involved in alanine biosynthesis and catabolism; TOR1-independent role in determining chronological lifespan; expression is induced in the presence of alanine; repression is mediated by Nrg1p; ALT1 has a paralog, ALT2, that arose from the whole genome duplication; Alt2p is catalytically inactive
477579at2759	YPL066W	RGL1	 chromosome 16  16 426233 427672 W  2011-02-03 1996-07-31 Regulator of Rho1p signaling, cofactor of Tus1p; required for the localization of Tus1p during all phases of cytokinesis; green fluorescent protein (GFP)-fusion protein localizes to the bud neck and cytoplasm; null mutant is viable and exhibits growth defect on a non-fermentable (respiratory) carbon source
478735at2759	YJR106W	ECM27	 chromosome 10 L000003898 10 624838 627015 W  2011-02-03 1996-07-31|2011-02-03 Protein involved in calcium homeostasis and exit from quiescence; required for proper trehalose levels during quiescence; may play a role in cell wall biosynthesis, mutants are hypersensitive to antifungal, Papulacandin B; null mutants have increased plasmid loss; interacts with Pdr5p
479347at2759	YKL045W	PRI2	DNA primase subunit PRI2 chromosome 11 L000001490 11 353493 355079 W  2011-02-03 1996-07-31 Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair
479382at2759	YIR028W	DAL4	allantoin permease chromosome 9 L000000477 9 408468 410375 W 34.0 2011-02-03 1994-12-10 Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation
480444at2759	YNL126W	SPC98	 chromosome 14 L000003430 14 387227 389767 W  2011-02-03 1996-07-31 Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque
481579at2759	YGL252C	RTG2	 chromosome 7 L000001784 7 27484 25718 C  1996-07-31 1996-07-31 Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p
482152at2759	YDR188W	CCT6	chaperonin-containing T-complex subunit CCT6|TCP20|TCP6|HTR3 chromosome 4 L000002271 4 836421 838061 W  2011-02-03 1996-07-31 Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif
482911at2759	YLR378C	SEC61	translocon subunit SEC61 chromosome 12 L000001852 12 877178 875736 C  2011-02-03 1996-07-31 Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p, Sbh1p, and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex allows SRP-independent protein import into ER; involved in posttranslational soluble protein import into the ER, ERAD of soluble substrates, and misfolded soluble protein export from the ER
483541at2759	YAL053W	FLC2	flavin adenine dinucleotide transporter FLC2|HUF2 chromosome 1  1 45899 48250 W  2011-02-03 1996-07-31|2011-02-03 Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication
48442at2759	YLR342W	FKS1	1,3-beta-D-glucan synthase|PBR1|GSC1|ETG1|CWH53|CND1 chromosome 12 L000000445|L0000 12 809997 815627 W  2004-02-05 1996-07-31 Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication
484599at2759	YHR202W		 chromosome 8  8 502388 504196 W  2005-11-07 1996-07-31 Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole, while HA-tagged protein is found in the soluble fraction, suggesting cytoplasmic localization
485683at2759	YCL014W	BUD3	YCL012W chromosome 3 L000000200 3 96281 101191 W -9.0 2006-01-12 2000-09-13|1997-01-28 Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1, accounting for the first stage of biphasic activation, with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding, resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis
487297at2759	YDR217C	RAD9	chromatin-binding protein RAD9 chromosome 4 L000001562 4 903480 899551 C 126.0 2011-02-03 1996-07-31 DNA damage-dependent checkpoint protein; required for cell-cycle arrest in G1/S, intra-S, and G2/M, plays a role in postreplication repair (PRR) pathway; transmits checkpoint signal by activating Rad53p and Chk1p; hyperphosphorylated by Mec1p and Tel1p; multiple cyclin dependent kinase consensus sites and the C-terminal BRCT domain contribute to DNA damage checkpoint activation; Rad9p Chk1 Activating Domain (CAD) is phosphorylated at multiple sites by Cdc28p/Clb2p
487582at2759	YML047C	PRM6	pheromone-regulated K(+) transporter PRM6|KCH2 chromosome 13  13 181075 180017 C  1996-07-31 1996-07-31 Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; regulated by Ste12p during mating; localized to sites of polarized growth; member of a fungal-specific gene family; PRM6 has a paralog, KCH1, that arose from the whole genome duplication
487696at2759	YBR275C	RIF1	DNA-binding protein RIF1 chromosome 2 L000001639 2 757106 751356 C  2011-02-03 1997-01-28|2011-02-03 Protein that binds to the Rap1p C-terminus; acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; involved in control of DNA replication; contributes to resection of DNA double strand breaks (DSBs); deletion results in telomere elongation
488201at2759	YER056C	FCY2	purine-cytosine permease|BRA7 chromosome 5 L000000607 5 268113 266512 C 49.0 2011-02-03 1996-07-31 Purine-cytosine permease; mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress
489371at2759	YHL039W	EFM1	protein-lysine N-methyltransferase chromosome 8  8 21783 23540 W  2011-02-03 1996-07-31 Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
490654at2759	YBR030W	RKM3	protein-lysine N-methyltransferase chromosome 2  2 298292 299950 W  2004-07-16 1997-01-28 Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia
490734at2759	YPR185W	ATG13	serine/threonine protein kinase regulatory subunit ATG13|APG13 chromosome 16 L000003956 16 907218 909434 W  2011-02-03 1996-07-31 Regulatory subunit of the Atg1p signaling complex; stimulates Atg1p kinase activity; required for vesicle formation during autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; contains a HORMA domain required for autophagy and for recruitment of the phosphatidylinositol 3-kinase complex subunit Atg14p to the pre-autophagosomal structure
491656at2759	YDL035C	GPR1	 chromosome 4 L000004298 4 392057 389172 C  2011-02-03 1996-07-31 Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis
491836at2759	YOR187W	TUF1	translation elongation factor Tu|tufM chromosome 15 L000002390 15 684030 685343 W  2011-02-03 1996-07-31 Mitochondrial translation elongation factor Tu (EF-Tu); involved in fundamental pathway of mtDNA homeostasis; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in separate proteins in S. pombe and humans; rare mutations in human mitochondrial elongation factor Tu (EFTu) associated with severe lactic acidosis, rapidly progressive fatal encephalopathy, severe infantile macrocystic leukodystrophy with micropolygyria
495111at2759	YML126C	ERG13	hydroxymethylglutaryl-CoA synthase|HMGS chromosome 13 L000004090 13 20535 19060 C  2011-02-03 1996-07-31 3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis
495235at2759	YJR121W	ATP2	F1F0 ATP synthase subunit beta chromosome 10 L000000142 10 647607 649142 W  2011-02-03 1996-07-31 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated
495502at2759	YFR023W	PES4	 chromosome 6 L000001381 6 199874 201709 W  2011-02-03 1996-07-31 Poly(A) binding protein, suppressor of DNA polymerase epsilon mutation; PES4 has a paralog, MIP6, that arose from the whole genome duplication
496114at2759	YLL003W	SFI1	 chromosome 12 L000003991 12 143201 146041 W  2011-02-03 1996-07-31 Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C
497052at2759	YCR028C	FEN2	 chromosome 3 L000004079 3 172424 170886 C  2011-02-03 2000-09-13|1997-01-28 Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress
49756at2759	YML035C	AMD1	AMP deaminase|AMD3 chromosome 13 L000000082|L0000 13 208860 206428 C  1996-07-31 1996-07-31 AMP deaminase; tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia; thought to be involved in regulation of intracellular purine (adenine, guanine, and inosine) nucleotide pools
498994at2759	YIR034C	LYS1	saccharopine dehydrogenase (NAD+, L-lysine-forming) chromosome 9 L000000964 9 420736 419615 C 40.0 2011-02-03 1994-12-10 Saccharopine dehydrogenase (NAD+, L-lysine-forming); catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity
500676at2759	YJR016C	ILV3	dihydroxy-acid dehydratase ILV3 chromosome 10 L000000859 10 466208 464451 C 10.0 2011-02-03 1996-07-31 Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids
500740at2759	YEL062W	NPR2	nitrogen permease regulating protein NPR2 chromosome 5 L000001274 5 34407 36254 W  2003-09-22 2003-09-22|1996-07-31 Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex, a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role, supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p, and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2
503037at2759	YKL035W	UGP1	UTP glucose-1-phosphate uridylyltransferase chromosome 11 L000003118 11 369891 371390 W  2011-02-03 1996-07-31 UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; involved in PKA-mediated oxidative stress resistance and long-term survival in stationary phase; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication
505811at2759	YGR266W		 chromosome 7  7 1022656 1024761 W  2011-02-03 1996-07-31 Protein of unknown function; predicted to contain a single transmembrane domain; mutant has increased aneuploidy tolerance; localized to both the mitochondrial outer membrane and the plasma membrane; protein abundance increases in response to DNA replication stress
507604at2759	YMR001C	CDC5	polo kinase CDC5|PKX2|MSD2 chromosome 13 L000000245 13 271136 269019 C -14.0 1996-07-31 1996-07-31 Polo-like kinase; controls targeting and activation of Rho1p at cell division site via Rho1p guanine nucleotide exchange factors; regulates Spc72p; also functions in adaptation to DNA damage during meiosis; regulates the shape of the nucleus and expansion of the nuclear envelope during mitosis; similar to Xenopus Plx1 and S. pombe Plo1p; human homologs PLK1, PLK3 can each complement yeast cdc5 thermosensitive mutants
507937at2759	YDR256C	CTA1	catalase A chromosome 4 L000000428 4 969680 968133 C  2011-02-03 1996-07-31 Catalase A; breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation
508062at2759	YDR089W	VTC5	 chromosome 4  4 622112 624721 W  2011-02-03 1996-07-31 Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1, Pho81, Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress
508351at2759	YMR020W	FMS1	polyamine oxidase chromosome 13 L000003091 13 315377 316903 W  2011-02-03 1996-07-31 Polyamine oxidase; converts spermine to spermidine, which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis
508835at2759	YNL258C	DSL1	RNS1 chromosome 14 L000004950 14 160373 158109 C  2011-02-03 1996-07-31 Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p, Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene
509367at2759	YHR020W		proline--tRNA ligase chromosome 8  8 143996 146062 W  2011-02-03 1996-07-31 Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments
510161at2759	YOR227W	HER1	 chromosome 15 S000124018 15 762825 766565 W  2011-02-03 1996-07-31 Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication
510957at2759	YLR324W	PEX30	peroxisome biogenesis protein chromosome 12  12 779215 780786 W  2004-02-05 1996-07-31 ER-resident protein involved in peroxisomal biogenesis; ER-localized protein that associates with peroxisomes; interacts with Pex29p and reticulons Rtn1p and Yop1p to regulate peroxisome biogenesis from the ER; role in peroxisomal-destined vesicular flow from the ER; partially redundant with Pex31p; may function at a step downstream of steps mediated by Pex28p and Pex29p; PEX30 has a paralog, PEX31, that arose from the whole genome duplication
511484at2759	YJR064W	CCT5	chaperonin-containing T-complex subunit CCT5|TCP5 chromosome 10 L000002717 10 555914 557602 W  2011-02-03 1996-07-31 Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo
511789at2759	YMR033W	ARP9	RSC12|SWP59 chromosome 13 L000003438 13 337788 339277 W  2011-02-03 1996-07-31 Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
51227at2759	YKR082W	NUP133	RAT3 chromosome 11 L000002620 11 592825 596298 W  2011-02-03 1996-07-31 Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133
512952at2759	YMR091C	NPL6	RSC7 chromosome 13 L000001272 13 451365 450058 C  2011-02-03 1996-07-31 Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions
513064at2759	YBL034C	STU1	 chromosome 2 L000002138 2 158389 153848 C  2011-02-03 1997-01-28 Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles
513979at2759	YBL035C	POL12	DNA-directed DNA polymerase alpha subunit POL12 chromosome 2 L000002698 2 153610 151493 C  2011-02-03 1997-01-28 B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation
