orf_name	Conservation	Essential	Publication count	Abundance
YOR033C	11	0	168	6.32
YOR034C	10	0	21	7.65
YOR034C-A	2	0	4	0.0
YOR035C	10	0	53	29.3
YOR036W	11	0	82	1.37
YOR037W	11	0	30	20.7
YOR038C	12	0	63	16.1
YOR039W	27	0	100	171.0
YOR040W	11	0	20	2.5
YOR042W	9	0	34	70.2
YOR041C	1	0	0	1.51
YOR043W	14	0	52	33.1
YOR044W	5	0	14	39.5
YOR045W	7	0	32	10.8
YOR046C	23	1	73	328.0
YOR047C	11	0	39	3.28
YOR048C	29	1	69	31.6
YOR049C	13	0	24	1.77
YOR050C	3	0	0	20.4
YOR051C	11	0	26	201.0
YOR052C	11	0	21	73.3
YOR053W	0	0	0	1.49
YOR055W	1	0	0	2.12
YOR054C	11	0	34	3.73
YOR056C	27	1	55	90.2
YOR057W	12	1	40	31.1
YOR058C	11	0	49	8.53
YOR059C	11	0	22	10.2
YOR060C	11	1	16	19.8
YOR061W	28	0	124	122.0
YOR062C	6	0	13	20.6
YOR063W	28	1	115	3886.0
YOR064C	11	0	29	7.74
YOR065W	28	0	61	329.0
YOR066W	6	0	26	1.99
YOR067C	27	0	25	1.62
YOR069W	11	0	63	76.6
YOR068C	0	0	25	1.34
YOR070C	11	0	55	4.78
YOR071C	12	0	19	2.4
YOR072W	3	0	0	1.51
YOR072W-A	2	0	0	0.0
YOR072W-B	9	0	4	0.0
YOR073W	11	0	50	3.91
YOR073W-A	0	0	0	0.106
YOR074C	28	1	25	27.5
YOR075W	11	1	37	7.71
YOR076C	7	0	66	7.51
YOR077W	13	1	12	39.7
YOR078W	10	0	46	25.2
YOR079C	10	0	16	1.4
YOR080W	11	0	65	4.81
YOR081C	10	0	22	9.6
YOR083W	9	0	62	18.8
YOR082C	3	0	0	1.66
YOR084W	10	0	16	17.5
YOR085W	27	0	58	36.4
YOR086C	11	0	34	506.0
YOR087W	12	0	24	29.2
YOR089C	22	0	103	144.0
YOR090C	24	0	35	59.7
YOR091W	21	0	29	76.8
YOR092W	10	0	23	2.03
YOR093C	14	0	20	4.41
YOR094W	27	0	34	271.0
YOR095C	26	1	21	144.0
YOR096W	15	0	76	3893.0
YOR097C	4	0	11	10.4
YOR098C	10	1	89	115.0
YOR099W	14	0	28	102.0
YOR100C	28	0	21	9.32
YOR101W	26	0	66	26.5
YOR102W	0	1	0	0.475
YOR103C	11	1	32	52.2
YOR104W	7	0	16	21.3
YOR105W	0	0	3	26.0
YOR106W	11	0	119	4.73
YOR107W	6	0	14	2.18
YOR108W	10	0	24	431.0
YOR108C-A	0	0	0	0.0
YOR109W	14	0	59	64.5
YOR110W	11	1	33	28.1
YOR111W	25	0	12	24.5
YOR112W	11	0	23	36.4
YOR113W	10	0	30	5.96
YOR114W	10	0	8	1.53
YOR115C	11	0	50	7.19
YOR116C	29	1	60	115.0
YOR117W	29	1	106	82.1
YOR118W	10	0	11	27.9
YOR119C	29	1	26	11.9
YOR120W	19	0	27	50.9
YOR121C	1	0	0	1.54
YOR122C	19	1	53	216.0
YOR123C	11	0	91	51.0
YOR124C	11	0	43	50.1
YOR125C	26	0	42	1.92
YOR126C	13	0	13	10.5
YOR127W	11	0	48	4.02
YOR128C	14	0	34	161.0
YOR129C	11	0	17	7.03
YOR130C	13	0	23	35.3
YOR131C	13	0	11	20.0
YOR132W	13	0	52	81.2
YOR133W	18	0	58	1973.0
YOR134W	10	0	15	2.06
YOR136W	29	0	75	530.0
YOR135C	1	0	0	1.64
YOR137C	10	0	13	2.24
YOR138C	10	0	24	93.2
YOR140W	10	0	51	16.1
YOR139C	0	0	0	1.44
YOR141C	27	0	82	28.4
YOR142W	28	0	32	332.0
YOR143C	11	1	16	31.3
YOR144C	11	0	83	2.3
YOR146W	0	1	0	0.395
YOR145C	29	1	45	50.0
YOR147W	11	0	29	72.2
YOR148C	10	1	17	9.11
YOR149C	15	1	21	1.51
YOR150W	29	0	26	112.0
YOR151C	29	1	165	301.0
YOR152C	5	0	10	25.2
YOR153W	14	0	97	477.0
YOR154W	11	0	19	24.6
YOR155C	14	0	16	26.1
YOR156C	11	0	87	23.7
YOR157C	27	1	61	177.0
YOR158W	11	0	31	46.0
YOR159C	27	1	38	4.13
YOR160W	29	1	33	59.2
YOR161W-A	0	0	0	0.186
YOR161W-B	0	0	0	0.292
YOR161C	13	0	15	9.45
YOR161C-C	1	0	2	21.5
YOR162C	10	0	26	3.36
YOR163W	14	0	24	52.6
YOR164C	25	0	41	81.6
YOR165W	16	0	38	93.1
YOR166C	10	0	13	1.65
YOR167C	29	0	35	976.0
YOR168W	28	1	20	554.0
YOR169C	2	1	0	0.078
YOR170W	3	0	0	1.49
YOR171C	14	0	43	38.6
YOR172W	10	0	25	2.75
YOR173W	10	0	17	1034.0
YOR174W	10	1	66	41.1
YOR175C	29	0	25	74.9
YOR176W	28	1	32	263.0
YOR177C	5	0	17	1.65
YOR178C	9	0	30	1.52
YOR179C	6	0	29	18.3
YOR180C	10	0	17	0.436
YOR181W	10	1	95	71.0
YOR182C	10	0	49	515.0
YOR183W	4	0	9	1.49
YOR184W	28	0	44	381.0
YOR185C	29	0	35	633.0
YOR186W	4	0	6	1.81
YOR186C-A	0	0	0	0.219
YOR187W	27	0	44	530.0
YOR188W	9	0	42	31.3
YOR189W	5	0	43	26.9
YOR190W	12	0	16	1.33
YOR191W	10	0	51	3.29
YOR192C	12	0	20	2.46
YOR192C-C	5	0	6	0.07
YOR193W	7	0	17	4.51
YOR194C	11	1	45	2.02
YOR195W	11	0	69	39.9
YOR196C	29	0	35	42.7
YOR197W	15	0	50	42.6
YOR198C	14	0	51	716.0
YOR199W	4	0	0	4.47
YOR200W	0	0	0	2.05
YOR201C	23	0	29	25.6
YOR202W	16	0	26	17.3
YOR203W	4	1	0	0.031
YOR204W	20	1	102	257.0
YOR205C	11	0	20	9.11
YOR206W	29	1	64	320.0
YOR207C	29	1	55	50.8
YOR208W	11	0	46	3.24
YOR209C	13	0	41	375.0
YOR210W	28	1	63	128.0
YOR211C	14	0	50	29.5
YOR212W	23	0	99	134.0
YOR213C	11	0	32	13.9
YOR214C	5	0	9	3.31
YOR215C	11	0	18	127.0
YOR216C	14	0	40	104.0
YOR217W	26	1	61	81.0
YOR218C	0	1	0	0.0
YOR219C	11	0	18	1.95
YOR220W	11	0	20	28.7
YOR221C	11	0	28	13.5
YOR222W	27	0	22	56.9
YOR223W	11	0	19	3.86
YOR224C	13	1	77	95.9
YOR225W	3	0	0	1.42
YOR226C	28	0	20	88.4
YOR227W	9	0	31	13.2
YOR228C	11	0	19	2.5
YOR229W	11	0	28	66.3
YOR230W	11	0	33	410.0
YOR231W	14	0	58	8.96
YOR231C-A	0	0	0	0.0
YOR232W	27	1	64	109.0
YOR233W	10	0	47	13.1
YOR234C	29	0	40	775.0
YOR235W	4	0	0	1.3
YOR236W	11	1	24	35.6
YOR237W	14	0	17	12.9
YOR238W	10	0	11	21.1
YOR239W	10	0	26	199.0
YOR241W	29	0	25	108.0
YOR242C	11	0	17	22.9
YOR243C	26	0	35	114.0
YOR244W	25	1	100	13.2
YOR245C	23	0	45	7.16
YOR246C	24	0	27	10.4
YOR247W	5	0	22	13.5
YOR248W	0	0	0	15.0
YOR249C	11	1	46	3.77
YOR250C	14	1	37	25.3
YOR251C	26	0	32	64.1
YOR252W	11	0	23	76.3
YOR253W	11	0	21	85.0
YOR254C	14	1	68	237.0
YOR255W	11	0	10	1.3
YOR256C	11	1	9	4.63
YOR257W	21	1	58	6.2
YOR258W	14	0	18	4.63
YOR259C	29	1	101	173.0
YOR260W	11	1	53	152.0
YOR261C	29	1	90	264.0
YOR262W	28	1	17	81.5
YOR264W	5	0	21	15.7
YOR263C	2	0	0	1.46
YOR265W	11	0	43	59.9
YOR266W	11	0	23	24.2
YOR267C	10	0	37	48.3
YOR268C	7	0	9	1.52
YOR269W	11	0	48	2.09
YOR270C	28	0	92	607.0
YOR271C	25	0	20	169.0
YOR272W	27	1	62	140.0
YOR273C	13	0	22	197.0
YOR274W	29	0	22	25.1
YOR275C	28	0	54	28.6
YOR276W	11	0	44	361.0
YOR277C	0	0	0	1.25
YOR278W	14	1	10	16.5
YOR279C	6	0	15	9.21
YOR280C	11	0	14	8.82
YOR282W	3	1	0	1.38
YOR281C	28	1	21	92.8
YOR283W	10	0	21	159.0
YOR284W	4	0	20	11.6
YOR285W	10	0	26	189.0
YOR286W	13	0	19	82.6
YOR287C	10	1	13	6.43
YOR288C	13	0	31	25.6
YOR289W	11	0	13	47.7
YOR290C	12	0	151	8.53
YOR291W	25	0	24	12.3
YOR292C	13	0	13	1.75
YOR293W	23	0	43	707.0
YOR293C-A	2	0	3	0.013
YOR294W	27	1	49	24.1
YOR295W	10	0	28	6.68
YOR296W	10	0	12	4.24
YOR297C	10	0	51	38.4
YOR298W	11	0	13	0.107
YOR298C-A	27	0	42	988.0
YOR299W	14	0	29	19.5
YOR300W	3	0	0	1.59
YOR301W	14	0	19	1.93
YOR302W	6	0	13	63.8
YOR303W	16	0	32	260.0
YOR304W	24	0	97	34.1
YOR304C-A	6	0	15	17.8
YOR305W	10	0	10	11.9
YOR306C	13	0	16	1.5
YOR307C	28	0	27	13.1
YOR308C	11	0	50	3.73
YOR309C	4	0	0	2.01
YOR310C	29	1	85	531.0
YOR311C	14	0	36	14.6
YOR312C	28	0	89	574.0
YOR313C	11	0	15	1.36
YOR314W	2	0	0	0.553
YOR314W-A	4	0	0	0.0
YOR315W	6	0	21	1.94
YOR316C	10	0	26	32.4
YOR316C-A	3	0	4	0.567
YOR317W	14	0	60	407.0
YOR318C	3	0	0	1.41
YOR319W	14	1	29	28.0
YOR320C	10	0	13	19.4
YOR321W	10	0	22	19.8
YOR322C	11	0	42	11.1
YOR323C	13	0	29	249.0
YOR325W	0	0	0	1.23
YOR324C	6	0	24	2.91
YOR326W	28	1	147	494.0
YOR327C	14	0	84	32.9
YOR328W	14	0	21	12.6
YOR329W-A	3	0	0	0.183
YOR329C	10	1	31	17.4
YOR330C	25	0	35	7.68
YOR332W	27	0	79	592.0
YOR331C	4	0	0	1.8
YOR334W	26	0	36	7.01
YOR333C	1	0	0	1.56
YOR335W-A	0	0	0	0.0
YOR335C	29	1	43	1164.0
YOR336W	10	1	23	9.62
YOR337W	12	0	22	10.2
YOR338W	11	0	9	1.38
YOR339C	25	0	17	14.3
YOR340C	12	1	52	117.0
YOR341W	27	1	100	517.0
YOR342C	11	0	15	18.8
YOR343C	4	0	0	1.68
YOR344C	10	0	30	5.53
YOR346W	13	0	93	518.0
YOR345C	0	0	0	1.36
YOR347C	18	0	27	48.4
YOR348C	13	0	21	54.4
YOR349W	11	0	50	10.8
YOR350C	6	0	15	15.8
YOR351C	11	0	44	1.5
YOR352W	11	0	16	27.2
YOR353C	11	1	18	16.7
YOR354C	11	0	26	90.8
YOR355W	11	0	32	17.4
YOR356W	29	0	17	434.0
YOR357C	24	0	26	10.1
YOR358W	11	0	39	12.5
YOR359W	11	0	41	38.6
YOR360C	11	0	89	58.6
YOR361C	28	1	85	701.0
YOR362C	29	1	79	292.0
YOR363C	11	0	31	2.14
YOR364W	2	0	0	1.37
YOR366W	0	0	0	1.28
YOR365C	10	0	9	1.35
YOR367W	11	0	25	20.7
YOR368W	11	0	108	2.66
YOR369C	27	0	47	3217.0
YOR370C	13	1	38	205.0
YOR371C	11	0	24	17.2
YOR372C	10	1	33	7.76
YOR373W	7	1	39	13.1
YOR374W	20	0	45	779.0
YOR375C	15	0	51	2014.0
YOR376W	4	0	0	1.3
YOR376W-A	2	0	3	0.0
YOR377W	10	0	24	16.9
YOR378W	11	0	16	1.57
YOR379C	0	0	0	0.165
YOR380W	10	0	20	2.49
YOR381W	12	0	18	1.23
YOR381W-A	2	0	3	2.09
YOR382W	6	0	20	0.409
YOR383C	10	0	18	0.663
YOR384W	12	0	12	5.74
YOR385W	6	0	14	5.48
YOR386W	12	0	25	8.13
YOR387C	10	0	4	1.44
YOR388C	13	0	11	2.59
YOR389W	10	0	5	1.35
YOR390W	13	0	13	3.28
YOR391C	10	0	10	3.0
YOR392W	1	0	0	1.51
YOR393W	22	0	16	10.5
YOR394W	5	0	8	1.55
YOR394C-A	1	0	4	0.0
YOR396W	10	0	21	1.5
YOR396C-A	0	0	0	0.006
YPL283W-B	0	0	2	0.006
YPL283W-A	0	0	0	0.508
YPL283C	10	0	15	1.34
YPL282C	5	0	8	1.67
YPL281C	22	0	16	11.8
YPL280W	10	0	11	2.92
YPL279C	13	0	12	3.1
YPL278C	9	0	3	1.31
YPL277C	10	0	5	1.31
YPL274W	11	0	18	60.0
YPL273W	11	0	14	537.0
YPL272C	10	0	9	3.0
YPL271W	6	0	36	158.0
YPL270W	28	0	33	40.8
YPL269W	9	0	73	4.87
YPL268W	25	0	47	1.67
YPL267W	6	0	31	6.24
YPL266W	27	1	47	28.3
YPL265W	13	0	35	160.0
YPL264C	21	0	13	1.63
YPL263C	11	0	16	60.9
YPL262W	28	0	39	180.0
YPL260W	14	0	20	194.0
YPL261C	3	0	0	0.0
YPL259C	29	0	41	43.5
YPL258C	14	0	15	5.21
YPL257W	4	0	12	1.41
YPL256C	10	0	165	13.0
YPL255W	11	1	37	12.7
YPL254W	12	0	78	61.2
YPL253C	6	0	32	14.9
YPL251W	1	1	0	1.24
YPL252C	27	1	17	137.0
YPL250C	4	0	16	6.2
YPL250W-A	0	0	0	0.133
YPL249C-A	15	0	43	1290.0
YPL249C	11	0	33	27.5
YPL248C	10	0	114	3.57
YPL247C	16	0	16	9.56
YPL246C	11	0	25	107.0
YPL245W	10	0	16	14.9
YPL244C	29	0	23	1.52
YPL243W	11	1	30	133.0
YPL242C	14	1	42	3.31
YPL241C	11	0	37	30.8
YPL240C	29	0	191	4197.0
YPL239W	11	0	28	227.0
YPL237W	13	1	68	206.0
YPL238C	0	1	0	0.065
YPL236C	26	0	22	4.16
YPL235W	28	1	104	115.0
YPL234C	17	0	42	36.9
YPL233W	11	1	44	32.8
YPL232W	27	0	74	58.2
YPL231W	14	1	68	1356.0
YPL230W	10	0	21	1.59
YPL229W	6	0	9	9.42
YPL228W	11	1	45	55.1
YPL227C	29	0	26	116.0
YPL226W	14	0	63	562.0
YPL225W	26	0	25	470.0
YPL224C	10	0	21	3.75
YPL223C	4	0	11	5.12
YPL222W	14	0	20	18.6
YPL222C-A	0	0	0	0.0
YPL221W	11	0	16	33.5
YPL220W	29	0	72	2280.0
YPL219W	9	0	24	4.91
YPL218W	25	1	66	59.3
YPL217C	29	1	58	44.6
YPL216W	9	0	13	22.2
YPL215W	11	0	33	153.0
YPL214C	14	0	24	2.02
YPL213W	10	0	65	27.9
YPL212C	29	0	38	126.0
YPL211W	29	1	62	104.0
YPL210C	10	1	29	178.0
YPL209C	23	1	117	3.26
YPL208W	11	0	22	55.4
YPL207W	25	0	26	92.1
YPL206C	13	0	19	39.8
YPL205C	4	0	0	1.35
YPL204W	24	1	91	107.0
YPL203W	20	0	89	26.6
YPL202C	7	0	29	2.08
YPL201C	6	0	20	1.38
YPL200W	4	0	13	0.021
YPL199C	14	0	14	53.1
YPL198W	29	0	47	609.0
YPL197C	2	0	0	1.32
YPL196W	22	0	17	12.8
YPL195W	22	0	42	128.0
YPL194W	11	0	91	2.41
YPL193W	7	0	30	8.87
YPL192C	5	0	18	0.405
YPL191C	10	0	13	17.1
YPL190C	10	1	74	69.9
YPL189C-A	7	0	14	0.027
YPL189W	10	0	19	1.68
YPL188W	13	0	30	36.5
YPL187W	10	0	18	0.666
YPL185W	3	0	0	1.54
YPL186C	9	0	15	14.6
YPL184C	11	0	33	86.3
YPL183W-A	10	0	23	27.1
YPL183C	26	0	22	51.8
YPL181W	11	0	52	18.0
YPL182C	3	0	0	2.26
YPL180W	7	0	66	7.48
YPL179W	10	0	28	3.98
YPL178W	18	0	73	74.6
YPL177C	9	0	26	5.35
YPL176C	11	0	19	4.4
YPL175W	28	1	20	14.0
YPL174C	10	0	52	3.2
YPL173W	11	0	33	23.8
YPL172C	11	0	27	1.78
YPL171C	16	0	15	3.19
YPL170W	26	0	26	57.2
YPL169C	24	1	109	49.8
YPL168W	6	0	14	3.07
YPL167C	13	0	156	4.85
YPL166W	6	0	36	8.52
YPL165C	11	0	10	1.23
YPL164C	21	0	33	1.48
YPL163C	5	0	14	10.6
YPL162C	13	0	9	27.6
YPL161C	11	0	54	59.0
YPL160W	28	1	35	1712.0
YPL159C	6	0	10	1.57
YPL158C	11	0	28	2.15
YPL157W	12	0	52	2.44
YPL156C	7	0	17	1.61
YPL155C	11	0	45	14.3
YPL154C	26	0	75	115.0
YPL153C	24	1	264	50.8
YPL152W-A	1	0	4	0.0
YPL152W	28	0	43	21.2
YPL151C	29	1	36	48.1
YPL150W	11	0	30	3.53
YPL149W	11	0	54	5.82
YPL148C	6	0	13	4.98
YPL147W	13	0	27	2.73
YPL146C	26	1	51	130.0
YPL145C	14	0	67	589.0
YPL144W	6	0	37	26.2
YPL143W	29	1	50	334.0
YPL142C	0	1	0	0.0
YPL141C	10	0	29	13.2
YPL140C	14	0	46	24.6
YPL139C	11	0	59	37.6
YPL138C	11	0	65	14.9
YPL136W	0	0	0	1.42
YPL137C	9	0	33	31.5
YPL135W	28	0	61	240.0
YPL135C-A	0	0	0	0.0
YPL134C	10	0	31	62.8
YPL133C	13	0	27	7.7
YPL132W	28	0	35	1.94
YPL131W	29	1	99	1533.0
YPL130W	5	0	10	5.67
YPL129W	14	0	122	76.1
YPL128C	11	1	39	65.0
YPL127C	9	0	69	139.0
YPL126W	11	1	49	99.1
YPL125W	12	0	29	58.7
YPL124W	4	1	39	5.95
YPL123C	11	0	19	7.91
YPL122C	27	1	39	70.4
YPL121C	11	0	14	294.0
YPL120W	29	0	56	24.6
YPL119C-A	2	0	4	0.0
YPL119C	20	0	28	20.1
YPL118W	11	0	38	30.6
YPL117C	28	1	20	356.0
YPL116W	11	0	40	42.9
YPL115C	11	0	53	33.4
YPL114W	0	0	0	1.46
YPL113C	11	0	17	4.21
YPL112C	11	0	30	28.4
YPL111W	23	0	23	542.0
YPL110C	13	0	33	156.0
YPL109C	25	0	14	18.3
YPL108W	10	0	12	2.11
YPL107W	11	0	10	22.1
YPL106C	29	0	124	2797.0
YPL105C	10	0	32	89.8
YPL104W	29	0	27	24.3
YPL103C	11	0	22	4.63
YPL101W	14	0	69	8.85
YPL102C	4	0	0	1.48
YPL100W	11	0	38	43.3
YPL099C	10	0	20	6.29
YPL098C	14	0	29	3.36
YPL097W	29	0	19	17.2
YPL096C-A	6	0	14	0.0
YPL096W	27	0	35	43.5
YPL095C	9	0	14	5.31
YPL094C	14	1	43	190.0
YPL093W	29	1	111	468.0
YPL092W	11	0	20	1.39
YPL091W	26	0	47	208.0
YPL090C	29	0	95	1782.0
YPL089C	10	0	51	8.72
YPL088W	13	0	15	6.38
YPL087W	24	0	28	3.37
YPL086C	29	0	109	57.4
YPL085W	10	1	51	55.0
YPL084W	15	0	60	116.0
YPL083C	14	1	17	5.8
YPL082C	27	1	74	90.6
YPL081W	27	0	46	1402.0
YPL080C	2	0	0	0.86
YPL079W	28	0	38	5391.0
YPL078C	13	0	47	361.0
YPL077C	6	0	19	1.62
YPL076W	11	1	23	6.25
YPL075W	11	0	45	11.8
YPL074W	11	0	23	13.4
YPL072W	11	0	18	5.32
YPL073C	0	0	0	1.52
YPL071C	6	0	14	2.21
YPL070W	11	0	30	13.3
YPL069C	25	0	57	27.4
YPL068C	5	0	14	3.1
YPL067C	9	0	11	32.1
YPL066W	11	0	22	687.0
YPL065W	14	0	48	12.5
YPL064C	10	0	16	19.5
YPL063W	15	1	60	100.0
YPL062W	4	0	0	10.8
YPL061W	20	0	62	5978.0
YPL060W	13	0	16	4.84
YPL059W	26	0	40	81.7
YPL058C	10	0	30	115.0
YPL057C	11	0	61	16.7
YPL056C	4	0	10	1.31
YPL055C	6	0	81	24.6
YPL054W	10	0	11	1.59
YPL053C	10	0	23	55.2
YPL052W	6	0	15	1.59
YPL051W	26	0	43	19.3
YPL050C	14	0	38	50.9
YPL049C	6	0	63	22.8
YPL048W	14	0	45	658.0
YPL047W	10	0	63	19.0
YPL046C	8	0	28	7.75
YPL045W	11	0	53	23.0
YPL043W	12	1	62	138.0
YPL044C	0	1	0	1.35
YPL042C	14	0	107	7.63
YPL041C	10	0	13	1.67
YPL040C	29	0	27	16.4
YPL039W	6	0	10	1.3
YPL038W-A	1	0	5	0.088
YPL038W	10	0	24	8.81
YPL037C	16	0	52	790.0
YPL036W	16	0	33	1074.0
YPL034W	11	0	9	1.44
YPL035C	6	0	0	1.25
YPL033C	10	0	7	1.39
YPL032C	11	0	37	61.9
YPL031C	27	0	124	67.3
YPL030W	14	0	18	75.8
YPL029W	16	0	30	15.5
YPL028W	29	1	36	805.0
YPL027W	4	0	9	1.55
YPL026C	11	0	26	31.3
YPL025C	4	0	0	1.8
YPL024W	11	0	50	12.3
YPL023C	14	0	22	23.3
YPL022W	28	0	130	22.8
YPL021W	9	0	10	5.14
YPL020C	11	1	60	8.25
YPL019C	14	0	32	143.0
YPL018W	6	0	95	14.6
YPL017C	10	0	26	48.1
YPL016W	11	1	81	8.78
YPL015C	26	0	25	58.6
YPL014W	7	0	18	9.47
YPL013C	13	0	25	13.2
YPL012W	28	1	51	216.0
YPL011C	11	1	40	29.5
YPL010W	25	1	27	80.5
YPL009C	13	0	47	111.0
YPL008W	28	0	62	2.51
YPL007C	11	1	21	16.4
YPL006W	26	0	29	8.21
YPL005W	11	0	17	13.8
YPL004C	11	0	72	884.0
YPL003W	11	0	21	1.51
YPL002C	28	0	49	9.16
YPL001W	29	0	44	16.0
YPR001W	13	0	21	25.6
YPR002W	13	0	22	52.8
YPR002C-A	10	0	0	1.24
YPR003C	14	0	17	4.89
YPR004C	29	0	21	198.0
YPR005C	5	0	14	1.52
YPR006C	13	0	16	44.8
YPR007C	11	0	34	0.266
YPR008W	10	0	41	13.0
YPR009W	7	0	15	1.8
YPR010C	28	1	80	298.0
YPR010C-A	0	0	9	3.66
YPR011C	15	0	19	3.36
YPR012W	2	0	0	1.22
YPR013C	10	0	18	3.13
YPR014C	4	0	0	2.01
YPR015C	10	0	19	1.35
YPR016C	28	1	94	373.0
YPR016W-A	4	0	0	1.61
YPR017C	7	0	28	22.7
YPR018W	11	0	98	21.8
YPR019W	28	1	116	105.0
YPR020W	11	0	32	185.0
YPR021C	11	0	25	2.45
YPR022C	10	0	22	3.48
YPR023C	21	0	98	31.7
YPR024W	16	0	84	195.0
YPR025C	14	1	40	77.5
YPR026W	11	0	28	1.45
YPR027C	4	0	10	1.33
YPR028W	27	0	41	199.0
YPR029C	18	0	52	44.4
YPR030W	10	0	28	1.93
YPR031W	11	0	34	4.09
YPR032W	10	0	57	12.8
YPR033C	28	1	27	437.0
YPR034W	10	1	65	57.9
YPR035W	29	1	47	3794.0
YPR036W	11	0	62	416.0
YPR036W-A	7	0	7	1.07
YPR038W	0	0	0	1.35
YPR039W	2	0	0	1.37
YPR037C	13	0	19	49.7
YPR040W	28	0	42	48.7
YPR041W	27	1	73	849.0
YPR042C	10	0	32	16.6
YPR043W	29	0	69	803.0
YPR044C	0	0	0	0.475
YPR045C	10	0	38	45.6
YPR046W	6	0	55	6.41
YPR047W	28	0	23	28.8
YPR048W	28	1	24	19.1
YPR049C	11	0	70	3.48
YPR051W	17	0	37	28.4
YPR050C	0	0	0	1.6
YPR052C	13	0	81	144.0
YPR053C	4	0	0	1.4
YPR054W	11	0	29	6.89
YPR055W	14	1	79	16.0
YPR056W	27	1	33	104.0
YPR057W	11	0	42	15.0
YPR058W	14	0	24	40.5
YPR059C	0	0	0	2.13
YPR060C	16	0	27	290.0
YPR061C	11	0	14	4.85
YPR062W	11	0	27	394.0
YPR063C	8	0	23	48.7
YPR064W	4	0	0	1.62
YPR065W	10	0	42	8.84
YPR066W	11	0	31	11.8
YPR067W	11	0	27	26.0
YPR068C	11	0	31	5.05
YPR069C	29	0	38	257.0
YPR070W	11	0	81	42.9
YPR071W	7	0	16	2.57
YPR072W	11	0	66	106.0
YPR073C	21	0	19	47.9
YPR074C	16	0	56	1468.0
YPR074W-A	4	0	0	1.23
YPR076W	0	0	0	1.63
YPR075C	10	0	28	12.6
YPR077C	0	0	0	0.168
YPR078C	7	0	9	1.62
YPR079W	11	0	19	9.5
YPR080W	21	0	105	7233.0
YPR081C	10	0	14	24.7
YPR082C	28	1	30	1.2
YPR083W	11	0	25	5.27
YPR084W	11	0	15	1.64
YPR085C	11	1	13	3.23
YPR086W	29	1	90	102.0
YPR087W	1	0	0	1.59
YPR088C	29	1	37	31.3
YPR089W	11	0	26	40.0
YPR092W	2	0	0	1.65
YPR091C	11	0	25	50.3
YPR093C	11	0	22	1.76
YPR094W	29	1	15	8.71
YPR095C	10	0	21	5.7
YPR096C	4	0	10	1.11
YPR097W	14	0	15	35.9
YPR098C	10	0	11	21.0
YPR100W	14	0	24	41.3
YPR099C	0	0	0	1.1
YPR101W	6	0	46	10.5
YPR102C	27	0	56	957.0
YPR103W	23	1	85	88.3
YPR104C	11	1	38	10.3
YPR105C	13	1	33	22.8
YPR106W	10	0	25	5.13
YPR107C	14	1	32	36.9
YPR108W	14	1	80	537.0
YPR108W-A	7	0	6	0.236
YPR109W	10	0	12	1.61
YPR110C	28	1	73	242.0
YPR111W	14	0	36	33.6
YPR112C	29	1	33	54.8
YPR113W	28	1	34	77.0
YPR114W	10	0	19	66.3
YPR115W	11	0	35	9.16
YPR116W	6	0	12	16.7
YPR117W	10	0	11	1.73
YPR118W	28	0	21	40.9
YPR119W	22	0	192	11.6
YPR120C	10	0	144	3.88
YPR121W	14	0	12	0.016
YPR122W	11	0	26	10.2
YPR124W	11	0	40	56.1
YPR123C	2	0	0	1.54
YPR125W	26	0	28	146.0
YPR126C	1	0	0	1.72
YPR127W	14	0	11	36.5
YPR128C	15	0	26	31.5
YPR129W	10	0	34	51.3
YPR130C	2	0	0	1.4
YPR131C	28	0	27	13.2
YPR132W	28	0	69	1974.0
YPR133C	11	1	37	55.9
YPR133W-A	8	0	30	20.2
YPR134W	6	0	20	7.73
YPR135W	14	0	133	36.6
YPR137W	28	1	42	79.3
YPR136C	0	1	0	1.8
YPR138C	16	0	25	37.9
YPR139C	10	0	23	50.9
YPR140W	26	0	43	54.9
YPR141C	13	0	103	26.5
YPR143W	9	1	32	123.0
YPR142C	4	1	0	0.0
YPR144C	27	1	39	48.7
YPR145W	14	0	30	1365.0
YPR145C-A	4	0	3	0.0
YPR146C	4	0	0	1.5
YPR147C	10	0	17	25.3
YPR148C	11	0	21	59.7
YPR149W	11	0	38	341.0
YPR150W	1	0	0	1.53
YPR151C	10	0	13	1.89
YPR152C	10	0	31	11.4
YPR153W	10	0	16	1.79
YPR154W	11	0	23	37.5
YPR155C	11	0	29	37.0
YPR156C	10	0	22	79.9
YPR157W	12	0	11	1.43
YPR158W	9	0	15	1.41
YPR159W	12	0	50	65.4
YPR159C-A	9	0	7	0.0
YPR160W	23	0	45	87.3
YPR160W-A	0	0	0	0.0
YPR160C-A	0	0	0	0.343
YPR161C	10	1	60	24.7
YPR162C	14	1	44	48.7
YPR163C	11	0	44	454.0
YPR164W	10	0	62	2.39
YPR165W	23	1	122	122.0
YPR166C	13	0	19	0.498
YPR167C	13	0	27	19.6
YPR168W	11	1	46	48.1
YPR169W	11	1	23	135.0
YPR169W-A	0	0	0	1.45
YPR170W-B	11	0	7	21.1
YPR170C	4	0	0	1.33
YPR170W-A	0	0	0	0.0
YPR171W	6	0	31	10.5
YPR172W	14	0	14	24.3
YPR173C	27	0	104	111.0
YPR174C	6	0	24	37.9
YPR175W	14	1	64	27.1
YPR176C	29	1	32	13.5
YPR178W	28	1	49	17.2
