gene_name_1	orf_name_1	uniprot_ac_1	gene_name_2	orf_name_2	uniprot_ac_2	FILENAME	interface_area	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
TFB1	YDR311W	P32776	TFB4	YPR056W	Q12004	P32776-Q12004-EXP-5oqj.pdb1-1-0-4-0.pdb	496.231445312	41.4135	39.2226	-1.18115	69.3154	102.485
TFB2	YPL122C	Q02939	TFB4	YPR056W	Q12004	Q02939-Q12004-EXP-5oqj.pdb1-2-0-4-0.pdb	296.416015625	30.8348	45.6168	-5.88256	89.2358	110.825
SSL1	YLR005W	Q04673	TFB4	YPR056W	Q12004	Q04673-Q12004-EXP-5oqj.pdb1-6-0-4-0.pdb	945.74609375	23.3647	41.6022	-14.4947	108.179	107.572
SLA1	YBL007C	P32790	LSB3	YFR024C-A	P43603	P32790-P43603-EXP-1ssh.pdb1-B-0-A-0.pdb	460.445129395	0.0240717	3.08096	-16.2017	4.06308	-3.66842
YKU70	YMR284W	P32807	YKU80	YMR106C	Q04437	P32807-Q04437-EXP-5y58.pdb1-A-0-B-0.pdb	10837.4609375	35.0495	31.8629	-287.12	115.832	183.011
NPL6	YMR091C	P32832	SFH1	YLR321C	Q06168	P32832-Q06168-EXP-6v8o.pdb1-E-0-Q-0.pdb	902.317382812	10.4728	27.9985	-17.3135	65.5121	129.421
RSC8	YFR037C	P43609	SFH1	YLR321C	Q06168	P43609-Q06168-EXP-6v8o.pdb1-L-0-Q-0.pdb	1326.66308594	21.2003	27.4799	-15.2736	126.373	138.988
RSC9	YML127W	Q03124	SFH1	YLR321C	Q06168	Q03124-Q06168-EXP-6v8o.pdb1-N-0-Q-0.pdb	690.942382812	36.3203	27.6871	-16.0645	38.7342	130.474
ORC2	YBR060C	P32833	ORC6	YHR118C	P38826	P32833-P38826-EXP-5zr1.pdb1-B-0-F-0.pdb	547.813476562	23.261	7.04217	-9.08509	139.185	62.5527
ORC2	YBR060C	P32833	ORC3	YLL004W	P54790	P32833-P54790-EXP-5zr1.pdb1-B-0-C-0.pdb	5325.54101562	24.2133	27.0291	-126.376	157.555	233.18
ORC6	YHR118C	P38826	ORC3	YLL004W	P54790	P38826-P54790-EXP-5zr1.pdb1-F-0-C-0.pdb	1713.73339844	7.51736	30.0979	-26.6955	67.9414	216.937
ORC5	YNL261W	P50874	ORC3	YLL004W	P54790	P50874-P54790-EXP-5zr1.pdb1-E-0-C-0.pdb	2153.53808594	22.9208	29.1373	-19.7462	119.736	209.77
ORC1	YML065W	P54784	ORC3	YLL004W	P54790	P54784-P54790-EXP-5zr1.pdb1-A-0-C-0.pdb	264.94140625	24.1844	30.157	-3.72484	160.345	201.972
IMP3	YHR148W	P32899	FCF1	YDR339C	Q05498	P32899-Q05498-EXP-6nd4.pdb1-Z-0-l-0.pdb	188.688842773	16.1756	1.02425	-5.59353	69.6575	22.9428
UTP7	YER082C	P40055	FCF1	YDR339C	Q05498	P40055-Q05498-EXP-6nd4.pdb1-W-0-l-0.pdb	77.8382568359	65.4216	1.39664	-4.10902	171.051	22.281
SMC1	YFL008W	P32908	MCD1	YDL003W	Q12158	P32908-Q12158-EXP-1w1w.pdb5-B-0-E-0.pdb	184.38671875	50.8347	9.01297	-1.72756	53.8846	21.8874
IRR1	YIL026C	P40541	MCD1	YDL003W	Q12158	P40541-Q12158-EXP-6h8q.pdb1-A-0-G-0.pdb	985.465209961	51.1714	1.95792	-15.8961	289.983	28.047
SMC3	YJL074C	P47037	MCD1	YDL003W	Q12158	P47037-Q12158-EXP-4ux3.pdb1-A-0-B-0.pdb	1650.87182617	133.897	12.6551	-46.2243	515.561	95.0423
PDS5	YMR076C	Q04264	MCD1	YDL003W	Q12158	Q04264-Q12158-EXP-5frp.pdb1-A-0-C-0.pdb	915.487792969	84.6526	1.63999	-12.1917	99.3395	16.8085
SMY2	YBR172C	P32909	MSL5	YLR116W	Q12186	P32909-Q12186-EXP-3fma.pdb5-E-0-P-0.pdb	309.852783203	3.12509	0.0618813	-9.91861	7.6317	2.04187
SRP101	YDR292C	P32916	SRP102	YKL154W	P36057	P32916-P36057-EXP-1nrj.pdb1-A-0-B-0.pdb	1031.92822266	7.17151	6.97339	-21.1717	-2.63746	-9.09376
RPT5	YOR117W	P33297	RPN10	YHR200W	P38886	P33297-P38886-EXP-4cr4.pdb1-M-0-W-0.pdb	407.874511719	43.099	39.7715	-3.54918	221.758	99.6515
RPT5	YOR117W	P33297	NAS2	YIL007C	P40555	P33297-P40555-EXP-3whl.pdb1-A-0-B-0.pdb	761.4191894530001	17.6299	4.78411	-14.6473	5.45525	7.05331
RPT3	YDR394W	P33298	NAS6	YGR232W	P50086	P33298-P50086-EXP-2dzn.pdb3-F-0-E-0.pdb	1149.86181641	14.8289	16.1983	-23.492	34.8916	5.90801
RPT1	YKL145W	P33299	HSM3	YBR272C	P38348	P33299-P38348-EXP-4a3v.pdb2-D-0-C-0.pdb	935.779541016	4.34274	27.0898	-21.5551	19.1721	31.4158
RPT1	YKL145W	P33299	UBP6	YFR010W	P43593	P33299-P43593-EXP-5a5b.pdb1-H-0-8-0.pdb	409.2802734380001	77.074	13.7143	1.08723	298.624	-70.9364
CBF5	YLR175W	P33322	SHQ1	YIL104C	P40486	P33322-P40486-EXP-3zv0.pdb1-C-0-B-0.pdb	174.99462890599995	5.18278	9.63419	-0.682647	35.7529	-77.3982
CBF5	YLR175W	P33322	NOP10	YHR072W-A	Q6Q547	P33322-Q6Q547-EXP-3u28.pdb1-A-0-B-0.pdb	1228.07617188	17.6808	2.99367	-40.7366	-45.2641	21.5876
SEC3	YER008C	P33332	SSO2	YMR183C	P39926	P33332-P39926-EXP-5m4y.pdb2-D-0-C-0.pdb	662.973144531	10.7756	6.41521	-13.3398	-9.43394	-33.4465
PRP8	YHR165C	P33334	PRP18	YGR006W	P33411	P33334-P33411-EXP-6bk8.pdb1-A-0-N-0.pdb	1683.33496094					
PRP8	YHR165C	P33334	SNU114	YKL173W	P36048	P33334-P36048-EXP-6teo.pdb2-D-0-C-0.pdb	4924.62158203	12.7518	86.5307	-97.3922	103.8	93.2244
PRP8	YHR165C	P33334	NTR2	YKR022C	P36118	P33334-P36118-EXP-5y88.pdb1-A-0-V-0.pdb	1989.33911133					
PRP8	YHR165C	P33334	CWC22	YGR278W	P53333	P33334-P53333-EXP-6j6g.pdb1-A-0-Z-0.pdb	2140.68261719					
SNU114	YKL173W	P36048	CWC22	YGR278W	P53333	P36048-P53333-EXP-6j6g.pdb1-C-0-Z-0.pdb	230.051757812	66.8022	30.6434	-1.92014	184.127	86.9277
PRP8	YHR165C	P33334	SLU7	YDR088C	Q02775	P33334-Q02775-EXP-6bk8.pdb1-A-0-O-0.pdb	6873.1796875					
PRP18	YGR006W	P33411	SLU7	YDR088C	Q02775	P33411-Q02775-EXP-6bk8.pdb1-N-0-O-0.pdb	1043.97558594	7.28668	14.5109	-17.3731	24.4136	149.338
CWC22	YGR278W	P53333	SLU7	YDR088C	Q02775	P53333-Q02775-EXP-6bk8.pdb1-L-0-O-0.pdb	293.288085938	26.5771	13.8283	-6.11943	40.6178	145.051
PRP8	YHR165C	P33334	CWC21	YDR482C	Q03375	P33334-Q03375-EXP-6j6g.pdb1-A-0-J-0.pdb	1049.06188965					
SNU114	YKL173W	P36048	CWC21	YDR482C	Q03375	P36048-Q03375-EXP-6bk8.pdb1-B-0-K-0.pdb	733.9682617189999	72.386	6.64572	-15.4774	171.755	26.9311
CWC22	YGR278W	P53333	CWC21	YDR482C	Q03375	P53333-Q03375-EXP-6j6g.pdb1-Z-0-J-0.pdb	313.238647461	31.0885	1.87022	-4.73964	91.8135	26.0537
PRP8	YHR165C	P33334	SPP382	YLR424W	Q06411	P33334-Q06411-EXP-5y88.pdb1-A-0-U-0.pdb	174.62890625					
SNU114	YKL173W	P36048	SPP382	YLR424W	Q06411	P36048-Q06411-EXP-5y88.pdb1-C-0-U-0.pdb	846.966796875	177.162	130.125	-9.81889	426.847	139.541
NTR2	YKR022C	P36118	SPP382	YLR424W	Q06411	P36118-Q06411-EXP-5y88.pdb1-V-0-U-0.pdb	309.307861328	16.3774	145.551	-3.39973	68.1464	146.281
CWC23	YGL128C	P52868	SPP382	YLR424W	Q06411	P52868-Q06411-EXP-5y88.pdb1-T-0-U-0.pdb	881.0600585939999	49.3082	161.497	-15.4533	59.3363	158.823
PRP8	YHR165C	P33334	SNU23	YDL098C	Q12368	P33334-Q12368-EXP-5zwo.pdb1-A-0-W-0.pdb	101.614257812					
PRP38	YGR075C	Q00723	SNU23	YDL098C	Q12368	Q00723-Q12368-EXP-5zwo.pdb1-0-0-W-0.pdb	358.238769531	38.8734	15.0873	-17.9999	50.1026	64.5109
SLA2	YNL243W	P33338	ENT1	YDL161W	Q12518	P33338-Q12518-EXP-5ahv.pdb1-F-61-E-61.pdb	819.6557617189999	20.5349	8.29035	-1.73575	201.898	83.9561
SOF1	YLL011W	P33750	UTP10	YJL109C	P42945	P33750-P42945-EXP-6nd4.pdb1-U-0-M-0.pdb	289.015625	142.375	121.366	-5.86997	252.278	127.139
UTP7	YER082C	P40055	UTP10	YJL109C	P42945	P40055-P42945-EXP-6nd4.pdb1-W-0-M-0.pdb	375.271484375	64.4123	93.0717	-8.63038	171.211	97.4272
UTP18	YJL069C	P40362	UTP10	YJL109C	P42945	P40362-P42945-EXP-6nd4.pdb1-S-0-M-0.pdb	662.713867188	205.261	85.7924	-20.6964	341.308	97.9251
SOF1	YLL011W	P33750	UTP6	YDR449C	Q02354	P33750-Q02354-EXP-6nd4.pdb1-U-0-P-0.pdb	111.497070312	139.964	30.1431	2.13953	248.373	52.3363
UTP18	YJL069C	P40362	UTP6	YDR449C	Q02354	P40362-Q02354-EXP-6nd4.pdb1-S-0-P-0.pdb	152.302734375	219.965	29.8062	-16.7151	349.857	51.4854
NPL4	YBR170C	P33755	UFD1	YGR048W	P53044	P33755-P53044-EXP-6jwj.pdb1-A-0-C-0.pdb	1064.87963867	25.3919	0.822653	-22.7568	-53.0152	10.1773
WBP1	YEL002C	P33767	STT3	YGL022W	P39007	P33767-P39007-EXP-6ezn.pdb1-G-0-F-0.pdb	1493.05566406	32.6018	65.7868	-17.9302	168.857	222.343
WBP1	YEL002C	P33767	OST1	YJL002C	P41543	P33767-P41543-EXP-6ezn.pdb1-G-0-A-0.pdb	160.510742188	33.7872	35.9207	-0.117611	167.536	149.483
STT3	YGL022W	P39007	OST1	YJL002C	P41543	P39007-P41543-EXP-6ezn.pdb1-F-0-A-0.pdb	1148.76367188	69.5187	32.7265	-26.6721	226.911	149.786
WBP1	YEL002C	P33767	OST2	YOR103C	P46964	P33767-P46964-EXP-6ezn.pdb1-G-0-B-0.pdb	1268.38964844	31.9252	9.04071	-33.2609	170.19	30.735
STT3	YGL022W	P39007	OST2	YOR103C	P46964	P39007-P46964-EXP-6ezn.pdb1-F-0-B-0.pdb	1229.4765625	69.8222	11.5611	-31.0846	225.313	33.5968
OST1	YJL002C	P41543	OST2	YOR103C	P46964	P41543-P46964-EXP-6c26.pdb1-1-0-2-0.pdb	97.728515625	37.3404	9.17546	-1.19713	276.501	45.5609
WBP1	YEL002C	P33767	SWP1	YMR149W	Q02795	P33767-Q02795-EXP-6ezn.pdb1-G-0-H-0.pdb	2405.54785156	32.857	32.273	-37.7368	173.025	219.672
STT3	YGL022W	P39007	SWP1	YMR149W	Q02795	P39007-Q02795-EXP-6ezn.pdb1-F-0-H-0.pdb	223.880859375	71.4058	32.4236	-0.715204	223.665	209.552
OST1	YJL002C	P41543	SWP1	YMR149W	Q02795	P41543-Q02795-EXP-6ezn.pdb1-A-0-H-0.pdb	238.107421875	33.4208	34.2704	-2.85323	144.365	213.323
OST2	YOR103C	P46964	SWP1	YMR149W	Q02795	P46964-Q02795-EXP-6ezn.pdb1-B-0-H-0.pdb	1274.39160156	9.31937	32.8171	-28.0355	33.4521	216.624
PET112	YBL080C	P33893	GTF1	YGR102C	P53260	P33893-P53260-EXP-4n0h.pdb4-B-0-F-0.pdb	1615.44726562	24.2816	2.90445	-41.6548	13.1249	45.9801
PET112	YBL080C	P33893	HER2	YMR293C	Q03557	P33893-Q03557-EXP-4n0h.pdb1-B-0-A-0.pdb	1322.046875	22.808	30.6399	-33.103	9.31824	-55.507
GTF1	YGR102C	P53260	HER2	YMR293C	Q03557	P53260-Q03557-EXP-4n0h.pdb4-F-0-A-0.pdb	3033.34863281	2.72573	31.9029	-78.9571	53.3683	-50.4761
NUF2	YOL069W	P33895	SPC25	YER018C	P40014	P33895-P40014-EXP-5tcs.pdb1-B-0-D-0.pdb	960.81640625	16.3476	8.03008	-15.2202	37.1336	40.0465
NUF2	YOL069W	P33895	NDC80	YIL144W	P40460	P33895-P40460-EXP-5tcs.pdb1-B-0-A-0.pdb	4037.71582031	16.9188	18.7938	-91.522	49.0144	39.96
SPC25	YER018C	P40014	NDC80	YIL144W	P40460	P40014-P40460-EXP-5tcs.pdb1-D-0-A-0.pdb	1077.16015625	7.01186	21.6595	-21.4036	40.6419	33.682
NUF2	YOL069W	P33895	SPC24	YMR117C	Q04477	P33895-Q04477-EXP-5tcs.pdb1-B-0-C-0.pdb	923.645996094	16.04	5.94383	-25.0554	37.8015	52.3497
SPC25	YER018C	P40014	SPC24	YMR117C	Q04477	P40014-Q04477-EXP-5t6j.pdb1-B-0-A-0.pdb	1180.64672852	3.84161	4.17305	-35.3774	0.0273967	4.03252
NDC80	YIL144W	P40460	SPC24	YMR117C	Q04477	P40460-Q04477-EXP-5tcs.pdb1-A-0-C-0.pdb	1096.94091797	20.773	5.87454	-26.5731	36.9645	51.9687
DSN1	YIR010W	P40568	SPC24	YMR117C	Q04477	P40568-Q04477-EXP-5t6j.pdb1-C-0-A-0.pdb	284.724121094	0.0994274	3.10923	-7.78191	2.29626	1.30107
CNN1	YFR046C	P43618	SPC24	YMR117C	Q04477	P43618-Q04477-EXP-4geq.pdb1-F-0-B-0.pdb	242.269775391	0.460299	1.13043	-8.20606	-4.78027	-0.467645
STO1	YMR125W	P34160	CBC2	YPL178W	Q08920	P34160-Q08920-EXP-6n7p.pdb1-X-0-Y-0.pdb	315.757080078	690.467	55.7573	19.2878	971.656	130.539
SNP1	YIL061C	Q00916	CBC2	YPL178W	Q08920	Q00916-Q08920-EXP-6n7p.pdb1-A-0-Y-0.pdb	89.71508789059999	53.1025	76.9919	3.09292	113.305	143.936
MTR2	YKL186C	P34232	MEX67	YPL169C	Q99257	P34232-Q99257-EXP-1of5.pdb1-B-0-A-0.pdb	1318.24804688	27.7888	27.6539	-22.5068	61.1766	34.3864
SPT7	YBR081C	P35177	TAF5	YBR198C	P38129	P35177-P38129-EXP-6t9k.pdb1-K-0-D-0.pdb	483.8310546880001	14.1855	62.024	-1.19063	132.154	256.0
SPT7	YBR081C	P35177	TAF9	YMR236W	Q05027	P35177-Q05027-EXP-6t9k.pdb1-K-0-F-0.pdb	364.517578125	14.2283	3.97053	-1.06668	134.94	37.3649
TAF5	YBR198C	P38129	TAF9	YMR236W	Q05027	P38129-Q05027-EXP-6t9k.pdb1-D-0-F-0.pdb	1492.87792969	59.8047	4.40714	-21.6482	261.559	44.3311
SPT20	YOL148C	P50875	TAF9	YMR236W	Q05027	P50875-Q05027-EXP-6t9k.pdb1-B-0-F-0.pdb	891.47265625	13.566	3.9027	-13.7521	92.9348	38.6286
TAF6	YGL112C	P53040	TAF9	YMR236W	Q05027	P53040-Q05027-EXP-6t9k.pdb1-E-0-F-0.pdb	2321.36230469	25.5556	4.30846	-62.4531	244.109	48.763
SGF73	YGL066W	P53165	TAF9	YMR236W	Q05027	P53165-Q05027-EXP-6t9k.pdb1-Q-0-F-0.pdb	725.4750976560001	4.73805	4.2154	-10.4963	55.1352	39.3675
TAF12	YDR145W	Q03761	TAF9	YMR236W	Q05027	Q03761-Q05027-EXP-6t9k.pdb1-I-0-F-0.pdb	783.302734375	4.17057	4.14775	-18.8572	60.0441	40.3769
SQT1	YIR012W	P35184	RPL10	YLR075W	P41805	P35184-P41805-EXP-4zox.pdb1-A-0-B-0.pdb	729.6164550780001	28.3235	1.35403	-25.4981	2.22449	13.2106
ATG19	YOL082W	P35193	ATG8	YBL078C	P38182	P35193-P38182-EXP-2zpn.pdb1-E-0-A-0.pdb	404.778381348	0.000147173	13.2454	-9.69312	2.35746	14.2513
HFL1	YKR051W	P36142	ATG8	YBL078C	P38182	P36142-P38182-EXP-6aag.pdb1-B-0-C-0.pdb	1653.78955078	7.95059	8.94033	-45.7883	-1.28339	6.1327
GCS1	YDL226C	P35197	RET2	YFR051C	P43621	P35197-P43621-EXP-5fjx.pdb2-D-0-B-0.pdb	402.98034668	0.0291382	15.7512	-8.86604	2.62055	33.7172
CTF13	YMR094W	P35203	CEP3	YMR168C	P40969	P35203-P40969-EXP-6gyu.pdb1-A-0-B-0.pdb	1623.08984375	41.2813	38.9914	-26.4753	228.143	25.2185
MPE1	YKL059C	P35728	YSH1	YLR277C	Q06224	P35728-Q06224-EXP-6i1d.pdb1-B-0-A-0.pdb	835.186523438	4.89472	37.2917	-11.8203	-9.37763	3.62352
SWH1	YAR042W	P35845	NVJ1	YHR195W	P38881	P35845-P38881-EXP-5h2c.pdb1-A-0-B-1.pdb	675.534179688	25.6217	1.47603	-12.0736	68.1256	18.2669
CSE4	YKL049C	P36012	CHL4	YDR254W	P38907	P36012-P38907-EXP-6qld.pdb1-e-0-N-0.pdb	136.676757812	7.79961	24.7894	-2.80413	45.2742	114.589
IML3	YBR107C	P38265	CHL4	YDR254W	P38907	P38265-P38907-EXP-4je3.pdb1-A-0-B-0.pdb	1451.41796875	25.4467	11.1579	-32.4589	34.6817	41.0047
AME1	YBR211C	P38313	CHL4	YDR254W	P38907	P38313-P38907-EXP-6qlf.pdb1-U-0-N-0.pdb	707.622070312	13.3926	21.7926	-10.47	50.6148	105.235
DYN1	YKR054C	P36022	PAC1	YOR269W	P39946	P36022-P39946-EXP-5vh9.pdb1-A-0-B-0.pdb	283.821289062					
SNU114	YKL173W	P36048	SMD3	YLR147C	P43321	P36048-P43321-EXP-6j6g.pdb1-C-0-l-0.pdb	571.124023438	71.3229	16.6593	-8.8577	186.733	33.1349
SMB1	YER029C	P40018	SMD3	YLR147C	P43321	P40018-P43321-EXP-6n7r.pdb1-K-0-N-0.pdb	1116.46435547	8.38808	6.08	-23.2189	44.8287	23.5557
SMX2	YFL017W-A	P40204	SMD3	YLR147C	P43321	P40204-P43321-EXP-6n7r.pdb1-Q-0-N-0.pdb	608.344726562	8.87427	6.3002	-9.15129	32.1841	24.0201
RRP14	YKL082C	P36080	SSF1	YHR066W	P38789	P36080-P38789-EXP-6c0f.pdb1-8-0-v-0.pdb	628.846191406	4.54597	21.5533	-11.5979	-0.913777	126.938
TFA1	YKL028W	P36100	TFA2	YKR062W	P36145	P36100-P36145-EXP-5fyw.pdb1-W-0-X-0.pdb	448.662597656	46.8394	81.7038	1.45725	65.6383	105.711
DID4	YKL002W	P36108	VPS4	YPR173C	P52917	P36108-P52917-EXP-2v6x.pdb1-B-0-A-0.pdb	1317.1652832	0.947304	3.81434	-35.39	21.5463	-21.2633
VFA1	YER128W	P40080	VPS4	YPR173C	P52917	P40080-P52917-EXP-5fvk.pdb1-C-0-A-0.pdb	911.518676758	0.740438	3.09863	-26.5062	3.78392	-34.5196
VPS51	YKR020W	P36116	TLG1	YDR468C	Q03322	P36116-Q03322-EXP-2c5k.pdb1-P-0-T-0.pdb	900.163818359	0.871506	2.86147	-19.019	12.6798	-26.0619
CAF4	YKR036C	P36130	FIS1	YIL065C	P40515	P36130-P40515-EXP-2pqr.pdb2-D-0-B-0.pdb	1570.32446289	9.63047	4.37317	-42.7919	41.4546	-29.77
BET3	YKR068C	P36149	TRS31	YDR472W	Q03337	P36149-Q03337-EXP-3cue.pdb3-P-0-N-0.pdb	1456.30322266	49.7305	44.8468	-36.2637	146.137	114.903
RPF2	YKR081C	P36160	RRS1	YOR294W	Q08746	P36160-Q08746-EXP-5wxl.pdb1-A-0-B-0.pdb	2552.26586914	10.4752	3.2316	-67.258	-29.6644	18.428
MEC1	YBR136W	P38111	LCD1	YDR499W	Q04377	P38111-Q04377-EXP-5x6o.pdb1-C-0-G-0.pdb	4077.41015625					
SWD3	YBR175W	P38123	SET1	YHR119W	P38827	P38123-P38827-EXP-6ven.pdb1-L-0-N-0.pdb	1182.97314453	46.5586	16.9636	-5.84415	172.935	101.836
SWD3	YBR175W	P38123	SWD1	YAR003W	P39706	P38123-P39706-EXP-6ven.pdb1-L-0-M-0.pdb	1980.13232422	42.849	63.1626	-26.3776	175.019	216.353
SET1	YHR119W	P38827	SWD1	YAR003W	P39706	P38827-P39706-EXP-6ven.pdb1-N-0-M-0.pdb	1114.53417969	18.7612	56.1708	-15.8536	107.549	201.509
SWD3	YBR175W	P38123	SPP1	YPL138C	Q03012	P38123-Q03012-EXP-6ven.pdb1-L-0-R-0.pdb	204.0859375	42.8592	58.821	-2.12272	166.958	132.129
SWD1	YAR003W	P39706	SPP1	YPL138C	Q03012	P39706-Q03012-EXP-6ven.pdb1-M-0-R-0.pdb	646.724121094	56.503	63.6652	-10.0402	203.413	140.27
HHT1	YBR010W	P61830	SPP1	YPL138C	Q03012	P61830-Q03012-EXP-6j2p.pdb1-E-0-A-0.pdb	729.128967285	1.23399	6.29795	-7.22383	9.08583	48.6151
HHT2	YNL031C	P61830	SPP1	YPL138C	Q03012	P61830-Q03012-EXP-6j2p.pdb1-E-0-A-0.pdb	729.128967285	1.23399	6.29795	-7.22383	9.08583	48.6151
TAF5	YBR198C	P38129	SPT20	YOL148C	P50875	P38129-P50875-EXP-6t9k.pdb1-D-0-B-0.pdb	3494.64941406	60.871	14.8096	-55.2176	269.588	100.989
TRA1	YHR099W	P38811	SPT20	YOL148C	P50875	P38811-P50875-EXP-6t9j.pdb1-T-0-B-0.pdb	1689.24462891					
ISW1	YBR245C	P38144	IOC3	YFR013W	P43596	P38144-P43596-EXP-2y9y.pdb1-A-0-B-0.pdb	2608.13769531	28.3831	86.8249	-36.7644	202.522	372.498
BRN1	YBL097W	P38170	YCG1	YDR325W	Q06680	P38170-Q06680-EXP-5oqq.pdb2-D-0-B-0.pdb	3927.90283203	6.54916	49.8781	-85.032	78.7294	-57.4822
ATG8	YBL078C	P38182	ATG7	YHR171W	P38862	P38182-P38862-EXP-3rui.pdb2-B-0-A-0.pdb	1775.07592773	14.2195	15.218	-36.1522	7.14133	-19.3218
ATG8	YBL078C	P38182	ATG32	YIL146C	P40458	P38182-P40458-EXP-3vxw.pdb1-A-0-B-0.pdb	442.409973145	16.0658	0.00341359	-12.1884	13.5467	4.1279
LSM2	YBL026W	P38203	LSM1	YJL124C	P47017	P38203-P47017-EXP-4c92.pdb1-B-0-A-0.pdb	982.285644531	6.95793	6.46106	-23.7563	15.5644	4.82077
LSM4	YER112W	P40070	LSM1	YJL124C	P47017	P40070-P47017-EXP-4c92.pdb1-D-0-A-0.pdb	1057.61035156	8.42457	6.20332	-26.6598	9.91692	7.27856
LSM2	YBL026W	P38203	LSM8	YJR022W	P47093	P38203-P47093-EXP-4m7d.pdb1-B-0-A-0.pdb	891.9575195310001	9.45408	6.88723	-20.644	18.0856	8.05048
LSM4	YER112W	P40070	LSM8	YJR022W	P47093	P40070-P47093-EXP-4m7d.pdb1-G-0-A-0.pdb	736.242431641	5.34312	7.87958	-16.365	5.51579	8.62826
LSM2	YBL026W	P38203	PRP24	YMR268C	P49960	P38203-P49960-EXP-6aso.pdb1-B-0-A-0.pdb	608.748046875	10.423	41.3013	-13.2673	26.9158	-4.11668
LSM5	YER146W	P40089	PRP24	YMR268C	P49960	P40089-P49960-EXP-5vsu.pdb1-E-0-A-0.pdb	437.4365234380001	7.94341	40.4583	-10.6161	18.0408	4.12772
LDB7	YBL006C	P38210	RSC4	YKR008W	Q02206	P38210-Q02206-EXP-6v8o.pdb1-D-0-H-0.pdb	411.744628906	5.05425	10.5177	-3.89815	58.728	53.6809
RSC8	YFR037C	P43609	RSC4	YKR008W	Q02206	P43609-Q02206-EXP-6v8o.pdb1-L-0-H-0.pdb	599.393554688	20.5633	10.0424	-5.44744	128.482	55.3806
TRM7	YBR061C	P38238	RTT10	YPL183C	Q08924	P38238-Q08924-EXP-6jpl.pdb1-B-0-A-0.pdb	1604.27685547	31.008	110.325	-26.0029	74.9712	-2.52279
SLM4	YBR077C	P38247	GTR2	YGR163W	P53290	P38247-P53290-EXP-6jwp.pdb1-E-0-B-0.pdb	328.65234375	10.8494	26.7272	-3.17051	5.56079	33.4648
SLM4	YBR077C	P38247	GTR1	YML121W	Q00582	P38247-Q00582-EXP-6jwp.pdb2-J-0-F-0.pdb	667.003417969	9.50078	23.0976	-4.08692	1.96089	40.6855
GTR2	YGR163W	P53290	GTR1	YML121W	Q00582	P53290-Q00582-EXP-3r7w.pdb1-B-0-A-0.pdb	1253.27148438	77.4001	64.0826	-35.6502	218.691	65.8559
SLM4	YBR077C	P38247	MEH1	YKR007W	Q02205	P38247-Q02205-EXP-4xpm.pdb1-C-0-A-0.pdb	1061.96020508	11.4849	2.00634	-24.1815	-10.0455	11.7524
GTR2	YGR163W	P53290	MEH1	YKR007W	Q02205	P53290-Q02205-EXP-6jwp.pdb1-B-0-C-0.pdb	675.924804688	28.5346	9.10082	-19.9883	33.3157	62.6834
GTR1	YML121W	Q00582	MEH1	YKR007W	Q02205	Q00582-Q02205-EXP-6jwp.pdb1-A-0-C-0.pdb	124.284667969	27.5354	7.02958	-1.98421	50.105	60.4262
SLM4	YBR077C	P38247	EGO2	YCR075W-A	Q3E830	P38247-Q3E830-EXP-4xpm.pdb1-C-0-B-0.pdb	411.1904296880001	10.7731	4.72298	-13.0984	-12.5411	13.7782
MEH1	YKR007W	Q02205	EGO2	YCR075W-A	Q3E830	Q02205-Q3E830-EXP-4xpm.pdb1-A-0-B-0.pdb	718.059570312	0.402989	5.19219	-18.8753	9.86407	13.1466
RFC5	YBR087W	P38251	RFC2	YJR068W	P40348	P38251-P40348-EXP-1sxj.pdb1-E-0-D-0.pdb	2025.00585938	63.7357	58.2002	-21.3024	196.631	185.0
RFC3	YNL290W	P38629	RFC2	YJR068W	P40348	P38629-P40348-EXP-1sxj.pdb1-C-0-D-0.pdb	2175.81347656	36.8968	49.2323	-30.0677	129.565	176.175
VID24	YBR105C	P38263	VID28	YIL017C	P40547	P38263-P40547-EXP-6swy.pdb1-4-0-5-0.pdb	3032.25390625	17.969	49.5426	-35.6008	93.5441	-22.4709
GID8	YMR135C	P40208	VID28	YIL017C	P40547	P40208-P40547-EXP-6swy.pdb1-8-0-5-0.pdb	4148.74609375	23.2583	44.0937	-57.0741	73.6586	-17.5697
FYV10	YIL097W	P40492	VID28	YIL017C	P40547	P40492-P40547-EXP-6swy.pdb1-9-0-5-0.pdb	925.823242188	3.46069	45.0273	-20.4716	35.0421	-39.4218
VID24	YBR105C	P38263	VID30	YGL227W	P53076	P38263-P53076-EXP-6swy.pdb1-4-0-1-0.pdb	226.306640625	17.192	37.2938	1.21901	84.8132	124.799
GID8	YMR135C	P40208	VID30	YGL227W	P53076	P40208-P53076-EXP-6swy.pdb1-8-0-1-0.pdb	4475.1875	22.8362	38.2616	-109.215	86.6428	141.79
VID28	YIL017C	P40547	VID30	YGL227W	P53076	P40547-P53076-EXP-6swy.pdb1-5-0-1-0.pdb	2274.0703125	43.954	41.9854	-36.8165	-30.6455	135.947
IML3	YBR107C	P38265	CTF3	YLR381W	Q12748	P38265-Q12748-EXP-6qle.pdb1-L-0-I-0.pdb	484.067382812	13.1066	29.8677	-8.145	90.4306	49.6989
